X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40
0.7573	0.6718	-3.2277	-0.6599	1.6495	-0.1458	2.0094	-0.1783	0.3017	-0.8997	-0.0241	-0.2969	1.5946	-1.7054	-1.7085	-1.1447	0.1195	0.0540	-1.3632	0.1346	0.0640	-0.5334	-1.0256	-3.3711	1.2951	-1.2564	-3.1806	0.3724	-0.1445	-0.1596	0.3192	1.2727	0.3587	-0.5492	0.1324	-1.1024	1.2644	1.6240	-2.0116	-1.2944
-1.0308	-3.1151	-0.8976	-0.4939	-0.0551	1.3965	4.0004	0.3316	-2.0269	2.3160	2.8792	1.0167	-0.0351	0.2657	-3.5244	0.0253	1.6828	0.8651	0.8543	1.7591	0.4764	-0.7439	1.2378	-0.9918	-0.8223	1.1672	0.8721	0.8019	-1.1296	0.3560	-3.2318	0.4536	0.9666	-0.0345	-1.0947	-2.2304	1.1911	-1.5435	-2.8123	-0.4196
-1.3371	-0.6909	-0.9544	-0.6907	2.5134	-0.0912	-1.7391	-0.9061	1.3899	1.4031	-0.7322	1.9808	0.0565	-0.2830	-0.5083	-1.6737	-2.7542	1.3547	0.6441	0.7296	0.9460	0.1080	1.3780	3.8861	-1.1193	-2.7468	-0.5909	2.3132	1.7873	-1.0921	-0.7917	1.1731	-0.8668	-0.0816	0.8836	1.9082	1.1301	0.6404	-0.9129	0.4659
-1.5088	-0.3408	0.6266	-0.7453	-1.4659	0.3950	0.3688	-0.0654	0.4166	0.3381	1.0458	2.4845	-2.2574	-1.5667	-0.1496	0.0973	-0.6557	-0.0049	-0.0872	-0.6026	-0.3811	-0.5446	0.0532	0.3097	1.2840	0.2261	0.8568	0.8157	1.3971	1.1592	-2.0163	-0.0133	-2.4329	0.6007	2.6051	0.0625	-0.1970	-1.6565	-2.0957	1.0202
-1.0396	1.3208	0.4293	-1.1360	-0.5561	-0.6952	-0.5867	-0.0544	-2.7316	1.8955	0.0647	-1.5526	0.5296	0.2974	2.5405	0.0016	1.2641	0.1516	0.8907	-0.3603	-0.3247	1.4321	-0.4745	1.4998	-1.5491	-0.0134	1.0510	-0.9054	0.1672	-2.0721	-0.5114	1.9885	-1.3291	-0.4653	2.4745	2.1317	2.8275	-0.5356	-1.4505	-0.1186
-1.2509	1.9386	1.9357	-0.1606	-1.5479	2.7790	-1.6520	1.7657	0.5744	1.0134	0.1434	-1.1420	-0.4982	2.5663	-0.2625	-0.5771	1.2129	0.9104	-1.4177	1.1154	0.7349	1.3260	1.8933	2.3897	0.3943	1.4529	0.8589	-0.2241	0.3963	2.9773	0.3279	-0.7410	-2.1678	0.5937	0.0639	1.6047	0.8172	1.3469	-2.4028	0.9676
1.9472	-1.3507	0.0198	0.9293	-1.5720	1.5199	0.1442	-0.3434	-0.2481	0.8748	1.5938	1.8176	0.6845	-0.2633	-0.6144	-0.3956	0.7515	1.8425	0.2307	2.6442	-0.1046	2.0649	1.5145	3.2678	1.7511	-3.1674	-1.7507	1.6774	2.1600	0.3178	-1.4644	1.6796	0.1359	-0.5570	1.7752	1.0143	0.6098	-1.5386	1.9053	0.2117
-2.5994	1.0851	1.8350	-2.3939	-0.3792	-0.8796	-1.2123	1.1031	1.0906	-0.8634	-0.4264	-0.0645	1.1911	-1.0432	0.7399	-0.9255	0.8512	-2.9947	-0.2802	-1.1085	-1.4592	-0.0540	-1.1760	0.1764	0.2844	-0.4854	-1.3758	0.7439	0.9095	-1.0668	-0.8816	0.6875	-0.2799	-1.4005	-0.5203	1.0343	-0.6215	-0.3075	3.6524	1.8890
-0.4571	-3.4583	1.1481	2.9014	1.7813	0.2900	-0.8978	-1.7189	-2.5037	0.3099	-1.7379	-1.0437	0.4133	1.2181	0.8800	1.2062	-1.6201	-1.9953	0.9064	1.0602	0.0048	0.5643	-1.2426	2.8952	-0.5962	-0.2168	-1.2527	-2.5761	0.7848	3.2402	0.5444	-0.5758	0.1223	0.9615	-1.6142	-1.1821	-1.1168	-2.7805	1.3410	-0.9541
-0.6519	0.1846	1.1064	1.6204	-0.0367	1.1924	-0.6169	1.7871	0.9303	0.5498	2.0266	-0.2624	-1.3156	0.1559	0.2431	0.4908	0.1243	-0.5236	-0.0372	-1.1908	-0.6968	0.4853	-1.8502	-1.1776	1.5358	-2.2423	0.6531	-0.4294	1.2679	-1.2711	1.3460	1.3443	0.8669	1.3033	-0.4400	-0.0420	-0.2770	-1.0096	0.1687	2.4904
-0.0120	1.9543	0.5005	-0.4647	1.0059	-0.7028	0.4233	0.9622	-1.3878	1.8648	1.4519	0.2274	-0.4152	0.9602	-0.7680	0.2014	1.7340	-2.0410	-0.4864	-1.8466	0.7701	0.3454	0.5737	-0.8354	0.6220	0.2223	3.1564	0.4598	-0.6726	-0.4167	-0.3657	2.9803	-1.5364	0.9928	1.6789	-1.0878	-0.6817	1.1353	-1.0330	1.0570
0.7191	-1.5959	-1.2618	0.5164	1.8455	0.9685	-1.6323	-0.4832	-2.1481	-1.4377	2.3682	-0.2792	1.1783	1.7247	-2.0423	0.2936	1.5119	-4.0272	0.3949	-1.9133	-1.1545	1.1914	2.6367	2.9853	1.3169	-1.4063	1.2717	-0.4760	0.6869	0.5271	0.2858	1.5756	1.6001	0.3172	-0.5239	0.1668	-0.2053	-1.1983	-2.2342	-2.2357
-1.7978	-0.0968	1.4275	0.4177	-0.2946	-1.1724	-0.2074	2.0233	-1.9742	0.6608	-0.3499	1.8693	1.4610	1.8850	-4.0046	1.1808	-0.2273	3.3736	0.4246	-0.6153	-0.7655	0.7628	0.2992	-0.5452	0.4930	-1.0123	-2.9885	-1.7806	0.3734	-0.1203	-0.8063	1.0052	2.0399	-0.6004	-2.1022	-0.6490	-2.4622	2.1220	1.3799	-0.3741
0.7937	0.6190	-0.8509	-1.4422	0.7420	-1.5826	2.1332	0.1603	0.1989	-1.4307	-0.5332	0.9031	-1.6152	-0.4171	-0.2568	1.8732	0.0977	-1.0930	1.1257	1.8441	0.2835	-1.0790	0.2316	-2.6035	-0.2191	0.6190	0.6112	-2.0616	-1.3097	-0.7412	-1.1123	0.5409	1.3433	0.9968	-1.8954	-0.7829	0.0854	-1.2951	-1.0289	0.0712
2.0678	0.6255	1.8731	-0.5680	-0.3648	0.4090	-0.4476	-0.5053	-0.1644	0.5800	0.1400	1.1730	-0.4549	-1.0553	1.2893	0.4829	0.6335	-0.9876	0.6896	-0.3740	-0.0076	-1.5309	1.4874	-0.0774	-1.0029	3.0747	-1.6558	-1.0813	0.7362	-0.8327	0.3157	-0.9475	-0.2638	-0.3006	1.3803	0.8989	0.1686	1.0414	-0.2247	-0.2170
1.2107	2.7065	-1.1580	0.0835	0.2717	-0.2878	1.4376	-0.9740	-0.1199	-1.7475	-0.0836	-0.4501	-0.0979	-0.2819	-4.0879	-0.1716	0.6117	-0.7119	0.4173	-0.8374	-1.2358	-1.9875	-0.6056	-0.7228	1.3790	0.0472	0.6054	-0.3455	0.1544	1.0447	-3.6948	1.1999	1.0132	-0.1382	-3.0525	-1.6511	-0.6594	-0.4479	0.3458	1.5369
-1.3229	-2.0461	-1.0960	-0.3310	1.2755	1.2740	-1.4574	-0.8937	1.4581	-0.2847	-1.1633	0.3000	-1.8966	2.1126	0.2387	0.1962	-1.6101	-1.3177	-1.6787	-0.7227	0.6274	1.6200	-1.0139	-0.6400	-0.0643	-0.0929	-0.4326	-0.6871	0.3530	-1.4688	-0.8387	2.2940	-0.3244	0.3319	-1.8815	-0.1157	0.5712	0.8559	-0.0919	-0.8237
1.3665	0.6121	0.7804	1.6907	-0.4132	0.0523	-0.5882	0.0563	0.1504	1.2215	-0.4293	-0.2866	-0.4799	0.7377	1.4933	-0.2223	-0.7792	-0.1776	-1.0183	2.7975	0.9184	-0.0932	-0.1483	0.8360	0.6543	0.2104	-2.2523	-1.1883	-1.8523	-0.7612	2.8150	-1.4614	-0.0733	0.1772	-0.1306	-0.1868	-1.0533	0.4840	0.9294	-2.8717
2.2237	-0.1716	-0.2303	0.2931	1.8370	0.1936	-1.1419	-0.4181	-1.1232	1.8827	-2.7812	-0.8735	0.7250	0.0797	-0.8121	2.5368	-1.5450	-0.9957	0.2263	1.1850	1.7325	-0.4070	1.0594	-0.3459	2.4975	0.4050	2.0996	0.5426	0.1016	-0.1598	0.1949	-3.0431	-0.5028	-2.0795	0.1116	0.3413	0.4862	-0.7655	-4.2425	-0.1134
2.5093	-1.6071	-1.6997	-0.7827	2.1003	0.3310	-2.2401	0.6753	2.2694	-1.2129	1.3451	-0.6933	-0.3466	-1.3149	1.8249	-1.2836	-1.4047	0.9936	-1.1202	0.7961	0.6955	0.1849	0.4351	2.2991	1.2098	-0.4563	2.7019	-0.0219	0.6611	-1.3757	-2.4552	-0.5292	-0.8257	-1.1119	0.5889	0.8018	0.9609	1.9222	0.1567	1.4872
2.2021	1.2953	-0.4935	0.4079	0.9900	-0.8844	1.0786	-0.1634	-0.9933	-1.9369	-1.0872	1.8100	0.8192	3.0789	0.5224	0.7022	4.7464	-0.4582	0.8885	0.1681	-0.4249	-0.0740	-1.7908	-1.1640	1.1368	-0.9340	-0.6383	0.1157	0.6173	-1.0016	1.3255	-1.1077	0.4761	0.6143	1.5904	-1.4207	-1.8390	-3.3649	-1.8381	2.0854
-1.3213	0.5494	-0.0897	-0.0155	-0.4546	0.6802	-0.8842	1.9130	-2.7671	0.8799	-0.9769	-0.4257	2.3000	-1.7269	-0.8307	0.8022	1.8160	1.9253	2.5407	-0.3426	-0.4243	-0.3334	-1.0974	-1.0250	-0.7289	0.1188	-0.9269	-0.5496	-0.7513	-0.5213	-0.9627	-0.3078	-1.8166	1.8917	0.5498	-1.1122	-0.7570	0.7631	-0.9215	0.0772
-0.0468	-0.9332	-1.2445	-0.1297	3.1074	-0.8316	-1.2697	0.3126	0.6486	-3.1687	1.1236	-1.3737	4.0446	0.1799	0.2288	-0.4760	-0.5501	1.5831	1.2197	-0.9536	-1.5879	2.5571	0.5704	0.0076	1.1067	-0.4367	-0.5231	0.4372	1.1197	0.1544	0.8721	-1.8502	2.1071	-1.2747	-1.0689	-0.1479	1.5608	-1.5229	0.3652	2.7632
1.1847	2.0085	1.3384	1.5250	-1.3236	0.4971	1.4138	0.0729	3.2468	-1.0198	-1.2824	0.4519	0.3451	-2.3170	-1.8150	0.1349	0.2973	-1.3258	-0.7146	1.7827	0.0085	-0.3543	1.5414	-1.4635	-0.2399	0.5609	-2.4417	0.9197	3.1642	-1.6984	0.0633	-0.0536	0.4963	0.9382	-0.3560	1.6580	-0.3973	2.3807	0.6004	-0.5814
0.5124	-3.3859	2.0406	0.3648	0.0063	1.6234	0.7531	-2.4212	-1.7070	-0.3302	-0.3135	2.2030	-1.5562	1.8248	-0.5165	0.2915	-1.5396	0.0225	0.4734	0.1793	2.9743	-1.7114	-0.4050	1.6371	0.3721	-0.0298	-0.1289	0.2606	0.3271	0.2987	0.3617	-2.0050	-1.7653	0.1692	-0.3510	-0.8931	-0.9300	-0.0610	-1.5724	-0.5405
0.2249	3.6524	0.0578	-0.0262	-0.0966	-2.0590	2.5616	0.8833	-1.8028	-2.7407	-3.0000	-1.5755	0.1131	1.0518	0.8770	0.3963	-2.0004	-1.0947	-0.1304	2.9640	1.8678	-0.4718	-2.3285	-0.7076	-1.2545	1.9229	-2.3672	-0.3873	2.5237	0.8128	1.3774	-1.6226	-0.9000	-1.0499	0.3591	0.0027	-1.6961	-1.3924	0.8693	1.3927
2.1825	-1.2220	4.3832	-2.2276	-1.8157	2.1045	0.0776	-0.1698	1.9022	-1.3248	0.3689	0.8320	-1.7072	0.7208	-1.3629	-1.3259	-1.4215	0.1464	-0.2750	0.4054	-0.2259	0.0506	0.7326	3.3509	0.4532	-0.2052	0.2288	-2.4559	1.1244	0.6325	0.4325	-1.2961	0.7078	0.4603	-1.1618	1.9008	0.5410	2.1201	-1.5123	-0.1874
-0.6298	-2.3716	0.4505	0.1596	0.0856	0.7353	1.3743	-1.4863	0.2555	1.3952	1.1638	2.0346	-0.5112	0.0990	-3.1849	-0.8372	0.7599	-1.6992	-0.6953	-0.2920	0.5531	0.4255	-0.1276	-1.0009	-1.9086	0.3656	0.0476	2.0079	-1.1753	-1.1947	1.8384	0.4519	-0.6912	-2.0250	2.5430	-2.4153	0.6045	-2.1200	1.2273	1.6611
0.2458	1.5356	0.2493	-0.3247	-1.4747	-0.0723	0.7392	1.6322	-0.2446	-1.1959	-0.1031	0.3035	0.0393	-1.2161	0.1914	0.4166	0.2399	1.8279	-0.3718	0.1373	-0.1208	-2.0395	-2.1714	-0.4390	-0.1300	2.7157	-1.8435	-0.5051	1.3283	-0.8374	-1.1536	0.6360	-1.3830	0.3287	0.6759	-0.3416	1.1843	-0.2853	0.2104	3.0870
1.1974	0.8962	-0.1270	-0.8159	-1.2381	-0.9293	-1.8404	0.2036	-0.3220	0.9983	1.4414	0.3115	0.3457	1.1833	0.3780	-1.7178	-1.3842	-1.8671	0.5146	0.8873	1.4413	0.2872	0.9373	0.1243	1.9171	0.8777	0.8689	-1.9595	-0.0647	-0.6653	-0.1982	-1.1077	0.4119	-0.4399	3.1869	-0.7495	-0.4091	1.3839	-0.1249	-0.6997
-0.9040	3.6393	0.5274	0.7516	-0.5362	0.4352	-1.5303	0.5197	0.1599	0.3244	-3.0562	1.6109	1.6796	1.5669	-0.5337	1.5207	-0.1044	2.6813	0.8626	1.4390	1.0201	1.2323	-0.5738	0.9853	0.4971	-0.1749	-1.3063	-0.7675	4.3861	-2.0629	-1.8817	-1.9188	0.2856	2.0994	0.5703	1.0934	-0.2741	-1.8191	-1.2368	-2.7204
-1.5688	0.2290	-0.6611	0.5688	0.2421	-2.8758	0.5883	1.4971	2.1373	0.8904	0.9829	0.4058	1.2397	-1.5134	0.2949	-0.1463	-1.1260	2.4509	-1.2232	0.9095	-1.6498	-2.4468	2.1216	-0.0815	-0.6785	2.5358	-1.2005	1.5653	-2.1339	-1.1598	2.5465	1.0979	1.5755	1.1123	-1.3325	0.4265	-0.9416	0.3481	0.3157	0.3973
-0.2456	1.7580	-1.2074	-0.2935	-0.8063	-0.0060	-0.8022	0.5826	-0.5515	-2.3836	0.1514	0.9692	-1.2664	-0.7657	4.6889	0.9222	-1.9302	0.0638	-0.3006	-0.2221	-1.2003	-0.9389	-0.9068	-2.3023	-2.3989	1.1702	0.2368	0.7876	0.4388	0.9610	1.0413	-1.5378	2.2154	-1.2473	-1.1917	-0.1649	-3.2735	-3.0611	-3.6008	-2.1800
0.0845	-1.3189	-0.1021	1.9064	0.5927	-0.8065	0.2526	-0.5845	-3.7469	-0.0630	-0.6393	-0.9486	0.9579	0.2141	0.5114	-0.6622	1.5679	1.1888	0.9888	-0.8594	-0.7735	-1.2844	-1.5961	-0.6395	-0.1893	-4.3710	-0.4295	0.3210	0.2344	2.5782	-2.2772	-0.6146	-0.3439	-1.0196	-1.0301	0.0236	-0.3024	-0.4703	-2.2667	0.9227
-1.1926	0.2092	0.9090	-1.3122	1.5270	0.2328	3.5613	-0.7414	-2.2755	1.4689	-1.7195	1.0460	0.5712	0.3602	0.0361	0.0016	1.9297	-0.4871	0.3441	0.0900	0.0993	-0.1245	2.6178	0.7803	-1.8872	1.3641	0.9700	0.5729	-0.8946	-2.8834	-0.9504	-0.9884	-0.5538	0.4474	-0.2512	-0.5510	2.2892	1.2784	0.5112	0.2117
-0.7710	-0.3972	0.8212	-1.3475	2.0031	0.9270	-1.3003	1.1472	-3.8808	-2.4277	0.2002	-1.4071	-0.8787	-0.6841	-0.9815	0.9167	0.0673	-1.1320	0.6393	-1.6820	-1.9737	0.0440	-1.9786	2.8961	-0.1065	0.2526	-0.8380	1.2305	-1.2888	2.7721	-0.1775	0.8709	3.8275	-1.5333	0.3136	0.5124	-0.3576	0.3658	-0.6123	0.1598
-0.9921	0.7799	0.9650	-0.4494	1.9095	0.9963	-1.3317	-0.2685	1.1773	1.0772	-0.6208	0.9056	-1.7746	-0.1479	-2.2479	-0.0347	-1.0496	0.5839	0.6028	1.0761	-0.2752	-1.1254	0.5319	0.9516	1.0188	-0.0532	-2.3457	1.2706	2.2412	-1.9640	-1.3258	0.3765	-1.0860	-1.1686	0.6500	-1.6872	0.0728	-0.5026	-0.0237	0.5411
0.0467	1.4262	-1.5260	-1.4917	0.5193	-0.2034	-3.7868	0.9950	-0.9120	-1.9327	0.1357	-1.0737	1.4401	0.1815	0.9778	1.7015	-1.3819	1.4125	-0.8447	-1.1607	0.3832	0.1798	0.4612	-0.4507	1.3673	0.3627	-0.0480	-0.2907	1.6257	2.0024	-1.3137	1.1520	-0.7485	0.2417	1.8083	2.5242	-0.5604	-0.6349	-0.6196	0.0177
-0.2714	1.5773	0.0494	-1.2546	0.5749	0.9299	-0.2393	0.2605	1.0649	-2.1774	0.0758	1.6564	0.2188	0.2995	-2.0864	0.6564	0.2064	-0.4308	-2.1302	-0.0947	0.3019	-0.2087	1.1008	-0.1508	-1.4123	-1.2493	2.5425	-0.6351	-0.8911	3.2840	1.2508	-0.8452	-0.1306	2.0755	0.9983	0.1225	1.6170	0.8948	-0.3190	-1.6161
0.6041	-2.6243	-2.5944	0.6100	-0.0144	1.1738	-1.1804	1.0298	1.3629	-1.1060	-0.9144	0.0074	0.2085	1.2221	-0.8943	0.7602	4.8645	0.1581	-2.3229	-0.3385	0.5029	0.6346	-1.4527	0.7142	-0.1248	-0.0041	-1.5481	-1.2942	0.7543	-0.6629	-1.4897	0.1380	0.8269	0.6417	1.3857	0.9582	-0.4052	-0.8290	4.1513	-0.1016
0.6483	-0.0767	-2.2419	0.9231	-0.3661	-0.3089	3.4722	-0.3296	-0.6167	0.4797	-0.7080	-1.1637	0.1513	-1.8601	-1.3464	-3.0611	-2.4232	0.2945	-0.1677	0.0535	-1.4399	2.7441	-2.0882	0.3335	-0.4526	1.5651	-1.5243	1.0786	-1.4680	0.4647	-1.7702	0.3154	3.1828	-1.4901	-2.5162	-0.3954	1.6408	0.2890	-0.5125	-1.9448
-0.1621	-1.6279	0.6281	0.7141	-0.6607	-1.0685	-1.2168	-0.1223	-3.4783	1.4521	1.1717	0.6458	1.8809	-0.7024	-1.2962	-1.2663	2.4982	-1.3965	1.6285	2.0083	-0.8282	-1.1199	1.2404	0.8021	-1.4114	0.4524	-2.0956	-0.5851	0.8298	1.2849	-0.6510	-0.4486	0.8568	0.4997	-1.0252	-1.3170	0.7027	1.0233	0.1709	-2.0289
-0.4040	0.5188	-2.3583	-2.1771	-1.1726	0.7228	-0.0997	0.1221	0.8118	0.5533	2.2040	-0.1920	0.2112	-0.9761	4.3059	1.3052	-1.3841	-0.5338	1.1153	0.7854	-0.6480	-1.3890	2.7870	-1.3302	-0.7535	-1.9546	-0.8636	3.2626	0.5656	0.1536	-2.7169	-0.2059	-0.9427	-0.2276	0.2436	-4.3901	-0.7650	-2.2074	1.1587	0.5492
-1.0336	-2.0871	3.7505	0.7690	-1.1503	0.2235	-0.3304	-0.6977	-0.2726	-0.1854	-3.1904	0.0688	-1.7258	0.6176	1.1235	1.4367	-2.3015	-1.0625	-1.0272	-0.9207	-0.1620	0.2909	-0.8389	1.6802	2.3767	0.2305	-1.0976	-2.3405	-0.6563	-1.5627	-0.4506	4.0196	1.1588	-0.7561	0.7926	2.8866	1.7237	-1.0721	-0.4319	1.0881
1.4425	-2.0362	-0.4552	0.2784	0.7899	1.4022	-0.7030	1.5334	-2.6739	0.2572	-0.3220	0.0294	-1.0481	-0.4279	2.6685	0.5316	-0.2295	-1.8266	-1.2827	-0.1455	0.5333	-1.9459	-0.2254	2.5146	1.1250	-1.8323	-0.2400	-1.0396	1.1496	2.0374	0.3516	-0.3400	-0.2092	2.4677	1.0302	0.3134	0.9140	0.2698	2.0399	0.2149
-0.8270	0.2633	-0.2470	1.3613	0.0847	1.1005	-0.8354	-0.1280	-1.2689	-0.0848	1.4462	0.5493	0.4229	2.8231	0.5828	-0.4218	-0.0761	-2.2327	-0.5369	-1.4549	-0.1947	-1.6403	0.0305	1.0381	1.3503	0.4852	1.2737	-1.4465	-1.3317	1.5832	-5.6914	-0.7450	-0.6925	-0.6045	1.3560	-1.0758	0.5908	0.8328	-0.7751	-1.0826
-1.8125	0.0562	-0.9113	-0.9230	-2.1505	-0.9328	-0.5979	-0.0147	-1.0343	-1.4158	2.3831	-0.9054	-0.6633	2.5918	0.4962	0.1180	-0.1388	-0.2024	-0.6234	1.0980	0.5054	0.3529	1.8341	0.6352	-1.1931	0.4623	0.4994	-0.8783	-1.9855	-1.4299	1.2880	-1.4017	-1.2812	-0.5826	0.6766	-0.3277	0.4739	-0.9753	1.5137	1.7021
0.6576	2.6750	1.6444	-1.9736	0.5872	0.7386	4.6075	-0.0936	-1.6967	-1.3737	0.1611	-1.6779	-1.7619	0.2419	1.8892	-1.2481	0.1133	-3.1315	-1.4535	0.7994	-1.4523	1.0495	-1.3562	1.0163	-0.5607	-1.7445	-1.2101	1.0457	2.0803	-0.9690	0.0424	0.5560	1.0715	-0.6650	-0.4242	-0.2142	0.3229	1.1724	-1.7312	-0.5573
-0.8933	0.8558	0.3386	-0.2369	0.3061	1.2937	1.1219	0.4790	-0.3028	1.5602	-1.2505	-0.9662	-1.0791	-0.5331	-1.5281	1.3976	-1.1303	0.0761	-2.0366	0.1244	1.6103	-0.1976	-1.4249	0.5026	0.0466	1.4693	-2.2880	-0.7186	-1.1567	0.5285	2.5478	1.1185	0.0062	0.0345	-1.7340	-1.0064	0.2929	0.9367	0.8264	-0.1893
0.0470	-0.1201	-0.1057	-0.9296	-0.2363	0.4262	0.7031	-1.1946	-2.0361	0.9583	-3.7170	-0.9415	-0.3397	0.4111	0.8124	2.8997	-0.9885	1.9009	-0.2306	-1.7799	0.0792	-1.0367	-0.0706	0.3798	-0.6390	-2.0909	-1.9953	0.5033	-1.9907	0.4703	0.8096	-0.8943	1.6012	-0.6542	0.8505	2.1512	2.2136	-0.7625	-1.7635	-0.6612
0.0455	1.0234	-0.4274	1.4868	0.2796	0.0104	-0.8868	0.3660	1.0407	-0.3298	0.3494	3.2697	-2.5301	-1.3494	-3.9480	1.3267	2.2674	-0.5246	0.3924	0.6663	-0.4087	0.9051	-2.1553	-0.0846	0.9027	-0.7577	1.4302	0.1407	2.0011	-0.1632	-2.2732	-2.3519	-2.3482	-1.1456	-0.3672	0.1241	-1.0563	0.6092	-0.8492	0.3927
0.0892	0.4854	-2.3474	-0.0180	0.6957	-1.7366	1.1415	1.6691	0.1273	-1.1370	-0.2630	-1.1677	3.1541	-0.6555	1.8544	-0.9711	-1.1920	-1.1118	0.7005	-0.9496	1.4376	-1.9933	-0.6481	1.1697	-0.1763	1.4792	2.7225	-0.7623	-0.0705	0.0719	-1.5075	0.4425	0.0993	0.0970	3.9529	0.6579	-1.7074	1.5273	-0.8745	0.0068
0.6511	-0.4864	0.8725	1.8948	0.2432	-0.8169	-1.1425	1.6006	-1.0257	0.8858	-2.4083	-0.7890	-0.2744	0.0380	0.6976	-0.5727	-1.8051	-2.5210	-0.2189	-0.1832	0.5278	0.9526	0.2572	0.0339	0.2548	-0.0681	-2.5484	1.3079	2.2271	1.2001	1.9542	-1.0220	-1.0674	-0.7483	0.8436	1.8604	-0.9493	0.2893	-0.5704	0.1351
0.5422	2.2183	2.5372	1.2845	-0.1692	0.7570	0.0455	-0.9489	-1.7186	1.4833	1.4319	-2.6957	0.1451	1.8357	2.1669	-1.2110	0.4799	0.7888	-0.3699	1.5015	0.9859	0.3874	-0.6814	-3.1758	-0.1923	-2.2080	-0.4999	-0.1791	-0.3078	0.2119	-1.9760	-1.8725	-0.9015	0.6839	-0.7512	0.5690	2.0980	-1.0642	2.7202	-2.0662
0.7871	1.1642	1.3369	0.9044	0.0358	-0.5860	1.7033	0.4986	0.6630	0.2384	-5.1842	-0.9750	-0.7896	0.0437	-1.9448	0.9925	-1.4718	-1.8838	0.1911	2.0760	-0.9090	-2.0069	3.5866	0.7227	0.2457	-3.8731	-0.5278	0.0359	0.0012	0.7932	1.5050	0.2302	1.5156	1.4338	-0.0779	0.0566	-0.7676	0.8939	0.2467	-0.6890
0.0990	-0.1162	2.0327	-0.4307	0.8628	0.1005	1.2594	0.3557	-1.7318	-0.1536	-0.4936	1.0306	0.6698	0.6487	-2.0851	0.1914	1.5222	-0.5312	1.1702	2.4742	-1.8915	-1.5855	0.8195	2.1587	0.4142	0.5053	0.1662	-0.3689	0.4994	-0.1836	1.4609	-0.9056	1.8176	0.0546	-2.3022	2.2941	0.3446	-0.4859	-0.9321	-0.1037
-0.1094	1.4199	-0.6015	-3.0384	-0.9721	-0.3218	-0.0521	1.2078	-1.2080	-1.0448	-1.1680	-1.3135	-0.8602	0.8587	0.3678	-2.5653	-2.4964	-1.9418	-0.1994	-0.7287	-0.3383	1.3322	-1.2279	-1.9606	0.2464	0.7889	0.2084	-1.2371	3.8383	2.1699	0.6015	0.6422	-0.7238	2.7733	-0.8119	-0.6390	0.9439	-0.3590	2.4338	-0.7274
-1.7513	0.3438	-0.9221	1.1594	0.0732	-0.5195	0.5008	-2.3611	2.5346	-0.3198	3.3005	0.5545	-0.6938	-1.1451	-2.3831	-0.7930	0.5756	-0.6619	-1.8763	0.1424	0.1775	1.1030	-1.7219	1.1468	0.5207	0.8781	0.2690	-0.2609	-0.0193	-1.8247	3.0047	0.3900	-0.6492	1.2479	-0.2259	0.1373	-0.3047	-0.9234	0.6634	-0.1439
-0.7144	-1.8583	0.1734	-0.7756	-1.6282	1.6770	-1.2245	-1.0585	0.3394	2.8279	2.9643	-1.0771	-3.0521	3.3051	0.0674	-0.8263	0.3197	-0.4003	0.6452	-1.6569	0.0271	0.6505	1.1577	1.1431	2.2687	2.5808	-0.9440	-0.9387	-0.3168	-0.8175	-1.1958	0.5657	-0.5101	-1.5980	-0.3692	0.5501	0.4977	-0.9941	-0.9446	-0.7562
-1.7617	-0.2392	1.6583	1.9112	0.4555	0.0834	0.3654	1.5274	1.2562	-0.6468	0.1765	-0.1037	-0.8072	-1.5323	-1.7144	-0.5917	0.6961	1.0222	-2.7740	2.8887	-0.0811	-0.0028	0.9768	-0.1650	3.5835	1.8054	-0.2009	0.1301	3.7669	0.4814	-2.0225	-0.8189	-0.3006	-0.9528	-1.7701	1.2211	0.5794	0.2490	1.1412	1.2922
-0.5637	-1.7438	1.8926	2.4368	0.0173	-0.1214	1.6956	1.3047	-2.4024	-0.6289	0.3749	0.5936	0.1184	-1.9540	-2.4094	1.7364	-1.4477	0.2579	1.0617	-0.3884	-0.3391	0.1121	0.0378	1.5951	1.0319	0.3568	-0.9465	-0.1300	2.9495	0.1481	-0.1652	1.2654	2.2578	-1.3431	1.4901	0.4316	-1.8536	0.5857	-1.6381	0.7140
-2.2629	-0.2187	-1.4416	-1.1172	-0.5447	2.0302	-0.4602	0.1164	-0.9078	-0.6387	-2.0129	-0.0802	-0.0844	-1.9309	1.3561	-0.1424	1.9525	0.7423	0.8025	1.6106	0.1892	-0.1811	1.7048	1.6744	-0.4241	-1.7291	1.7335	-0.5404	0.9947	-0.2782	1.7839	0.3492	1.2634	0.0117	-0.2976	2.6912	1.4011	-2.0575	1.0646	0.9935
0.0815	-1.4408	-0.0557	-0.7877	-2.7970	-0.2958	-0.0547	-0.4157	0.5315	-2.1990	1.5242	-1.0459	-0.2993	0.7271	2.8257	-0.3641	0.7242	3.2555	-0.5274	1.1391	-1.6145	-0.1230	2.4788	1.8062	0.5677	0.6095	-0.3040	2.3071	0.1800	-1.1602	-0.8067	-0.6914	2.3620	2.6223	0.9744	-0.4513	0.4792	-1.5331	-0.7960	0.2968
