X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
-0.5218	-1.7743	-2.0841	-1.4270	-1.9146	0.8420	0.8754	-0.6310	-3.3013	-2.6299	-1.5111	3.1587	-1.5461	2.6732	-2.3774	2.9882	-1.4157	-5.2223	6.9590	0.6347	-3.0519	4.6214	-1.7821	0.8685	-10.3046	-1.1080	-8.3099	-1.5792	1.9506	-8.3005	-12.2218	4.4842	6.1340	-2.5903	-6.4027	2.0332	-6.0127	13.2858	17.6959	-23.0386	26.5372	-9.9718	-14.0624	-11.9820	-11.7130	23.5323	15.0477	2.1339	-30.9072	-34.5664
-0.1244	1.4171	1.5674	0.8888	2.5360	0.2412	-1.5602	-0.1641	1.2593	1.2542	-1.2334	-4.2436	3.0884	-1.6682	1.4935	-3.3477	1.7270	6.2577	-15.8736	-5.9121	9.2427	11.8112	3.1627	-12.9980	-0.6991	5.0176	5.5017	7.8630	4.9781	22.7295	-1.6702	0.6075	-6.5257	21.4510	15.6433	11.9730	-5.3926	-2.1158	3.2240	-17.2137	15.4895	24.2487	4.1396	-18.9791	27.5186	2.2008	-11.5296	-23.2810	-60.9069	7.2263
-0.3376	0.8643	1.6629	0.8813	1.4140	-1.4074	-0.0232	0.7230	2.9591	1.4619	1.4427	-2.5265	1.6901	-2.1635	-0.5491	-2.9605	0.6813	0.0659	-4.3260	-1.9066	4.9578	2.3439	0.4812	-2.7376	3.4113	0.7193	6.3974	3.4941	5.6664	5.0507	2.0477	3.1649	-2.3486	0.1612	0.7089	0.0217	0.3666	1.1895	1.6186	-4.6808	-1.5556	11.2723	6.1306	-4.6137	5.2400	-11.4490	-6.0669	-9.8861	-7.6393	10.0439
-3.8707	-3.0037	0.7376	0.1040	-0.1130	-4.7473	0.8199	-0.3536	-1.5353	-3.7212	-3.5817	-3.2729	3.6236	-1.0870	-2.9566	-2.4531	-1.9253	1.4682	-9.4211	-8.7184	6.7379	3.8537	1.5145	-13.2822	-11.6067	-0.4135	2.7451	9.9036	3.6261	11.5105	-9.0949	7.0554	-1.9648	0.5851	-1.0686	-4.8269	-12.0876	17.7108	12.0164	-33.2097	25.7322	9.3422	-2.1755	-24.6817	1.4533	13.0872	9.1676	2.3866	-47.4738	-41.1908
-0.3628	-0.7294	0.6531	-1.5102	1.2736	1.0689	-0.4472	-1.6753	-3.3882	-3.0850	-5.0161	-2.5971	2.7725	-0.3979	4.0812	0.2521	1.6546	14.3378	-13.2543	-3.9948	-0.9887	-2.7973	2.5357	-10.0304	2.0908	2.0256	0.6527	-1.2212	-12.5322	19.9940	10.3159	-6.2133	-12.5731	6.3241	10.9212	5.9929	-10.5705	-12.4782	-22.9116	17.7608	-25.9817	6.0954	9.6192	12.1183	28.5960	-17.0030	-13.4851	2.0458	-6.5613	13.1573
0.4386	0.4994	-0.9743	0.9175	-1.0333	-0.3756	0.9134	2.6957	3.5172	1.7142	5.3944	4.6615	-4.3502	2.4074	-2.6181	1.3170	-1.6619	-9.8039	13.7490	4.9822	-3.0961	-7.5986	-6.5754	14.2459	14.2469	-3.0616	1.0357	-6.4248	1.2165	-16.3049	1.6187	5.1104	9.7130	-8.7602	-6.5553	-3.2266	9.6682	-5.1329	-6.4781	8.2652	-17.5765	-8.8652	3.7953	7.9759	-9.4222	-16.2195	-6.4894	-14.1508	40.3996	31.1462
1.1361	4.0398	0.8187	0.1729	3.9640	3.7720	-4.6717	-1.7990	-0.4493	1.9373	-4.1256	-6.9932	4.9748	-1.3022	5.5594	-5.7605	3.6797	12.9250	-24.3039	-4.9196	8.4199	15.2860	9.0621	-15.7200	-9.1816	8.9499	-2.3254	12.7027	1.9744	28.8387	4.9117	-9.2228	-8.4089	40.0941	30.6632	14.9795	0.9604	-8.3175	4.6057	-5.6718	28.1274	21.0100	-2.0937	-9.3817	29.2151	28.0044	-5.6454	1.3714	-65.6456	-5.7988
-0.1941	1.0343	1.8252	1.3140	1.6150	-1.3435	-0.8502	0.7702	3.3304	2.3226	2.1187	-1.7209	0.2781	-1.2332	-1.7232	-2.8972	1.7320	-3.5570	1.7311	0.8122	4.7012	3.8629	-1.0341	0.6334	5.8015	-0.7818	4.5590	0.9033	9.7983	-3.2483	4.6830	6.1265	-2.9581	-11.6664	-9.3828	-1.0273	-2.2055	3.3381	15.5360	-2.4407	-2.2126	7.2481	5.5457	1.9533	-5.2876	-17.2567	-6.6127	-5.8864	0.6213	2.2172
0.4602	-1.1980	-2.3069	-1.1922	-1.6940	1.1007	0.3471	-0.4905	-2.8281	-1.7349	-1.1362	2.6478	-1.5877	1.7708	0.8163	3.4382	-1.0389	0.2671	8.9706	4.1632	-9.2995	-11.0647	-0.3817	8.0310	0.6853	-2.7190	-6.8024	-7.2598	-10.8093	-12.0415	5.6885	-4.0995	1.1252	-15.3525	-8.8457	-7.0658	0.5998	-5.5943	-10.3626	25.5309	-23.4875	-20.7067	-2.3919	24.1525	-12.9862	-5.3228	5.3771	23.7930	50.4824	-2.4644
-0.3173	0.0518	0.9704	0.6769	1.9857	-0.1926	-0.4180	0.0927	-0.0778	-0.6771	-2.1683	-2.5768	2.7383	-0.3896	1.2942	-1.3328	0.6561	5.4075	-11.9000	-6.3627	6.8783	10.5602	2.9483	-13.5018	-6.1174	3.5151	2.5612	6.2525	3.0917	18.6596	-5.5820	2.8628	-4.8685	13.8167	9.6620	9.3564	-9.3662	4.0153	5.5836	-24.4013	20.5133	17.6622	-0.4817	-20.5427	19.6542	8.4520	-2.4146	-14.5474	-60.6577	-13.4341
2.2382	2.7430	-0.2860	0.9045	1.6739	3.1412	-1.8863	0.5796	2.0716	3.2557	1.7643	0.2722	-1.1371	0.9914	2.6462	-0.5131	1.9065	2.1384	-0.1444	3.8679	-1.9881	-1.3042	0.6996	5.8295	9.4916	1.7206	-1.3651	-3.7781	-2.6173	0.2429	10.7911	-4.4609	-0.9900	6.1522	7.7911	5.8387	7.6688	-15.9313	-11.0243	21.4092	-17.5085	-1.3576	4.7833	16.7937	8.6062	-11.6461	-12.1324	-2.7673	23.5135	30.6446
-0.9525	-3.3184	-2.0400	-1.3250	-4.0832	-1.8408	2.9173	1.2331	-1.0366	-2.3823	3.2793	7.5925	-5.9917	3.2261	-6.2964	5.5490	-2.7309	-16.0797	28.2457	7.8257	-10.7619	-10.4713	-7.4720	18.9241	-4.2478	-8.6371	-7.6764	-10.4252	3.3070	-40.3329	-7.5856	5.7760	15.8821	-29.7796	-26.0926	-18.2821	9.0433	17.1932	14.3045	-0.0739	5.2869	-33.0478	-13.6446	10.2729	-54.6837	15.1514	25.6430	27.5433	64.5839	-30.6177
-0.2093	-2.2865	-1.1110	-4.1590	-1.0797	2.1520	-0.1710	-5.4227	-11.1895	-8.3380	-13.0400	-6.4492	8.1969	-2.3855	9.1432	1.8687	-0.1773	23.4921	-26.3778	-10.7130	0.5788	5.7120	11.8116	-29.0841	-23.3048	6.7874	-5.3222	9.4791	-20.8728	39.5608	-5.9301	-11.2920	-19.8913	11.3725	10.3367	9.5382	-31.4279	-0.9684	-11.1852	-3.7544	3.6793	11.2216	-4.8567	-8.0347	41.2483	12.5456	6.8645	16.5661	-80.3947	-45.3939
-0.1280	-0.9297	-0.5726	-0.9299	0.4250	0.8704	0.8682	-0.6102	-2.9792	-3.2459	-4.0113	-0.8090	2.0248	0.7567	2.4689	0.9813	-0.7583	7.2772	-9.5474	-5.7240	1.9268	4.5024	1.1919	-12.1742	-1.2669	3.0444	-0.0703	1.2651	-7.3192	19.5771	-5.0247	3.2725	-7.1043	4.0928	4.4754	12.0840	-18.9226	-0.9048	-8.6517	-14.9331	-4.7396	11.1782	2.4053	-11.4350	32.1523	-12.7395	-7.9232	-24.2604	-59.2599	0.3821
-0.7539	-0.7638	0.5432	2.1425	-0.6731	-3.7261	1.6983	2.9621	5.5048	2.8052	6.4575	3.4649	-3.7878	0.1659	-5.4866	0.2230	-1.9441	-12.9419	13.1052	2.1433	1.9227	-3.7749	-6.8708	10.4073	12.1087	-4.5799	7.7013	-3.3736	9.5752	-15.5149	-4.8084	10.8112	8.6661	-15.4115	-14.0785	-6.5120	6.3413	5.4323	5.3189	-11.2909	-4.1520	0.3604	4.8613	-8.7587	-14.3017	-19.6697	-4.5716	-20.7377	25.0039	17.3280
-2.0044	-1.9668	0.3012	1.8522	0.1338	-3.9319	1.3763	2.4216	3.2648	0.5866	3.1199	1.7956	-1.2318	0.4676	-4.7657	-0.1114	-1.8970	-6.6042	5.2728	-1.6667	1.6412	-3.0810	-3.2509	3.6815	0.6277	-3.6164	4.3249	0.0898	6.4633	-8.1045	-4.3253	6.4985	7.7507	-2.2465	-2.1364	-8.3977	7.9019	8.4674	1.8142	-15.4976	11.7103	-1.1418	-0.0956	-11.6247	-16.1504	7.9490	5.4162	0.3769	16.9665	-6.4450
0.8882	0.5572	-2.1237	0.0217	-0.7251	1.8175	-0.7583	0.1308	-0.8438	0.6464	0.1165	1.8720	-1.2817	1.6948	2.1311	1.6309	-0.8895	2.6777	2.5676	3.2230	-5.9999	-9.1263	0.4204	6.5499	4.7402	0.2275	-4.0863	-4.2957	-10.2859	-4.0333	7.9113	-7.5421	1.7434	1.9794	5.3831	-2.4592	8.0667	-14.1203	-19.4812	26.8516	-20.5542	-11.9615	0.9124	19.0849	-0.4004	-2.9248	-2.4216	11.6641	43.5854	17.2914
0.1555	0.4277	-0.3773	1.4283	-0.4453	-0.7409	0.4527	1.6260	3.0388	2.6084	4.0960	2.3619	-2.4771	0.7086	-2.6817	0.0492	-1.0528	-8.3928	9.4912	3.0684	0.3294	0.0261	-2.7861	7.6791	3.4766	-1.2665	1.2510	-1.8292	7.3700	-13.7960	-2.5895	3.7794	7.0413	-5.9421	-6.4771	-3.8408	8.3450	3.1137	8.8129	-4.7161	7.3072	-3.1905	-2.4500	-2.9859	-16.6572	1.6009	3.5699	-5.0911	17.1774	2.3764
1.5014	-0.4741	-2.1288	-1.1432	-1.9164	2.5317	0.5017	-0.3097	-2.4595	-0.6733	0.5213	4.4508	-3.0218	2.4816	0.9469	4.6849	-0.3627	-1.5980	13.3898	7.0813	-11.0773	-9.7146	-1.5731	12.2253	0.4433	-2.7988	-8.1746	-10.4453	-8.3593	-18.9965	5.5683	-6.4151	4.1097	-12.2399	-7.3617	-5.8384	7.3731	-6.7358	-8.1642	27.5696	-16.6876	-24.4136	-5.4750	25.5531	-21.0420	4.5551	8.2092	26.5539	61.6157	-0.7103
3.5045	3.5072	-2.1718	0.0583	-0.1675	6.1375	-2.1795	-0.6047	-0.5378	3.2280	0.8953	1.8073	-1.7989	2.3964	4.3013	1.1088	1.2123	1.2236	2.0823	6.3285	-4.8328	2.3577	2.2929	7.2206	2.2822	4.0855	-8.4725	-3.9455	-4.3085	-3.6029	5.5172	-9.3147	2.4213	12.7394	10.0941	9.4701	9.4622	-16.4468	-4.0753	20.2596	-1.0375	-8.2383	-5.5669	14.6993	4.0471	10.0253	-2.4205	2.9602	11.7765	16.0601
-1.0548	0.2307	2.0175	0.6212	0.8004	-2.1640	-0.7818	1.3305	4.0317	2.1181	4.2009	0.5194	-2.8192	-0.4164	-6.7235	-2.3973	1.8126	-13.9585	8.6983	2.0187	5.6037	11.6191	-3.6754	5.3290	-6.6678	-2.6706	1.1686	3.9335	23.7018	-17.0114	-11.5473	8.8108	12.1698	7.8747	-2.0867	-3.5902	12.6433	23.3352	35.8447	-35.6391	49.1028	3.6115	-11.1158	-23.4247	-31.3516	35.0483	13.9741	-5.3857	-25.7804	-20.1915
-2.7837	-5.2301	-1.5012	-3.4040	-2.9968	-2.4234	2.4408	-3.1277	-8.5531	-8.4363	-8.4097	-1.4339	3.7288	-0.9738	0.9151	3.4019	-2.7481	8.7521	-4.4470	-5.8668	-5.1838	-7.6573	3.0959	-11.7318	-15.2452	-2.2840	-4.5214	0.6544	-15.6229	7.5992	-4.1457	-1.7103	-9.5417	-21.3593	-14.5845	-9.4940	-23.2835	9.8611	-3.9367	3.5951	-12.2317	-10.4256	-3.6316	5.4852	-0.9669	-2.9303	14.6081	31.5082	-3.8947	-50.2208
-0.6025	-1.4143	-1.3356	0.4672	-2.1633	-1.0868	1.8250	0.9313	-0.1126	-0.1928	1.9991	3.9563	-2.0766	1.6798	-1.1182	3.0052	-2.9765	-2.3019	5.0640	0.1769	-1.7683	-7.3469	-5.1086	4.1530	11.8958	-1.3965	3.2512	-5.0527	-6.6013	-1.0342	-2.2393	2.6979	1.8372	-7.7164	-4.5132	0.8394	-3.0287	-7.5417	-16.7426	3.0551	-21.8477	-1.6321	6.4572	-1.9901	11.6536	-24.8796	-11.3180	-23.7146	12.2154	25.8867
-0.0290	0.3199	0.9077	-0.6654	1.0918	0.5032	-0.9010	-1.3946	-1.1563	-0.7953	-2.7611	-3.1947	2.3247	-1.5511	2.0003	-1.6039	1.4200	6.6540	-11.1498	-3.4406	3.3417	5.7821	3.6705	-9.1526	-6.5107	2.7761	0.8970	5.1652	0.1013	13.9365	-1.3691	-3.7009	-4.4285	16.2623	12.1566	4.8727	-2.4069	0.6382	-1.0599	-7.5595	12.7710	10.4087	-0.5377	-9.2512	13.6300	13.0921	-0.0680	-1.7836	-34.1129	-4.1039
-1.9722	-2.9888	-0.4207	-0.8078	-1.0647	-1.8947	2.9771	-1.0968	-4.9160	-5.5065	-5.6587	-1.3199	4.6155	-0.1338	1.7269	1.3756	-3.2112	7.5636	-8.2261	-8.1750	1.2994	-0.0897	2.4831	-15.7082	-10.8401	1.1873	-0.2249	3.7710	-9.1327	15.2284	-7.0855	3.7342	-8.3787	-11.9898	-7.1967	0.2192	-23.3453	9.4527	-2.3957	-15.6478	-0.9609	4.2705	-0.4124	-10.8660	13.8185	-7.1119	7.5607	1.6638	-40.6021	-37.0101
-1.4707	-2.2114	-1.1085	0.1061	-0.7235	-1.6528	1.9167	0.2804	-2.4847	-3.3318	-2.6266	0.4994	2.1402	1.0747	1.0718	1.7354	-3.0512	5.5410	-5.6669	-5.9128	0.7303	-3.7283	-0.0097	-8.9185	-0.7065	0.7769	1.5753	1.3333	-9.6248	12.8823	-4.3678	3.0586	-3.4607	-2.8076	0.7423	2.0202	-13.5575	0.0444	-14.4643	-10.5779	-8.2407	4.1174	3.3067	-9.6689	19.5975	-10.3623	-2.6407	-11.1627	-24.5608	-5.2990
0.3514	-1.2398	-0.1423	-0.5228	-0.8632	-0.2285	2.2961	-0.9070	-2.4155	-2.4340	-2.4721	-0.4883	2.3910	-1.0814	3.5914	2.3077	-1.6332	7.4092	-3.9987	-2.9067	-1.3327	-4.1219	2.1744	-7.3125	-1.2831	0.9979	2.6357	-1.1686	-10.1681	9.5600	-0.1527	-1.3889	-8.1865	-12.5347	-6.3340	0.1749	-13.0313	-3.7457	-14.3611	5.7476	-19.9141	2.5672	4.8066	2.6023	14.8283	-21.1196	-1.3507	-0.7703	-1.5079	-3.4654
-0.4603	2.2826	1.7898	2.6710	1.3212	-2.1792	-1.3383	2.8302	7.3137	5.2854	7.4060	0.9706	-3.5712	0.0645	-5.2537	-3.8434	0.5368	-13.3115	4.1024	1.7590	7.7599	5.8496	-4.8976	9.1212	8.4507	-0.8394	6.5117	5.4257	18.5616	-8.3795	-7.3067	6.6939	14.5098	22.5130	11.7585	0.6207	21.5928	6.4307	10.2086	-26.2434	29.4098	10.7463	-0.0439	-24.7523	-7.4416	17.1606	-4.5624	-31.6709	-14.8081	30.5064
0.2822	-0.1506	-1.2268	-1.0349	-1.2353	0.7405	0.0347	-0.3254	-1.6966	-1.3622	-0.7820	1.0268	-0.5367	0.6991	1.2822	1.0579	-0.5685	0.5971	6.6783	3.8993	-6.9523	-10.0557	0.5049	6.7772	-0.7298	-1.8327	-5.2104	-3.8863	-7.5945	-11.8451	8.0819	-5.4687	1.1842	-11.8247	-6.3079	-9.6994	4.7731	-4.3635	-6.7484	28.1903	-19.0809	-17.4439	-1.3060	25.0212	-17.6918	0.2993	7.6082	31.0896	55.0142	-5.2610
1.6080	2.7064	-0.1299	1.4687	0.4887	2.1039	-1.7135	1.7803	4.2011	5.0238	5.9411	3.3024	-4.7149	2.0703	-1.9904	-0.4365	1.6059	-8.8275	10.5213	7.5302	-1.4440	0.1868	-4.3608	15.3143	12.4095	-0.7415	-1.1084	-5.4641	7.6258	-16.4111	6.0282	-0.8801	8.4616	5.7656	2.8940	1.8139	18.5450	-9.4905	4.2797	12.3397	-0.5697	-6.1020	0.4916	9.6267	-12.8331	1.1941	-7.8242	-6.6397	36.5947	30.2670
4.0136	2.5272	-2.2469	-1.5653	-0.2814	6.8092	-1.7460	-0.0582	-0.8349	2.0417	2.2055	5.3069	-5.7849	3.8703	1.9135	4.1790	3.2385	-3.1300	18.1120	13.6780	-15.0787	-7.8088	-2.0499	21.8876	5.7537	-2.2426	-13.7282	-16.0460	-5.9463	-27.9868	15.6502	-11.3508	6.8127	-3.6205	-0.5099	-0.8631	19.6881	-16.9770	-5.7740	49.5911	-22.1446	-31.7923	-6.7115	46.0880	-28.4560	10.2653	3.6118	35.2479	89.2208	19.4032
0.5364	2.6586	1.6672	2.5634	1.9746	-0.8073	-1.2527	1.1229	5.1133	4.7925	3.2934	-2.5225	0.7171	-1.6837	-1.7694	-4.6908	0.6254	-7.5573	-3.7879	-2.0422	11.2301	16.3291	1.4481	-4.5692	-3.0056	3.0613	4.9887	9.6668	18.7958	4.0525	-9.9517	7.6057	3.0068	10.6408	1.1965	6.2872	2.0597	10.8557	31.4925	-32.9794	39.3248	20.0312	-3.6815	-28.2094	-0.8300	11.7528	1.3273	-22.2944	-55.3733	-12.1065
-1.2308	-0.3525	1.4680	2.0510	0.1923	-3.6608	1.2943	2.4507	4.8613	2.3011	5.1208	1.7285	-2.5729	-0.2772	-5.3860	-1.3709	-0.8817	-11.7278	11.9934	2.3802	1.2815	-3.6918	-4.5423	9.8361	4.0647	-4.5816	4.5118	-0.8487	11.5043	-19.3772	-1.6851	7.3147	9.5222	-10.8463	-9.8751	-11.7170	12.3297	11.0149	9.8824	-7.7541	6.5507	-4.6713	0.7242	-3.4272	-28.9445	1.8384	6.6629	1.6372	35.0331	1.4092
-0.9429	-2.1415	-0.7727	-0.4200	-2.0998	-1.6854	2.0624	1.7795	0.7258	-1.0256	3.5441	5.8646	-5.0561	2.3115	-4.6547	3.3570	-1.5071	-9.7603	18.8729	5.8561	-8.8007	-13.3405	-7.0242	17.0201	4.4497	-7.0627	-2.7033	-9.6980	-0.8296	-27.7201	1.4291	1.1604	11.9760	-14.1783	-10.4418	-14.2687	14.6679	3.5689	-6.0771	14.0308	-11.3120	-24.0447	-2.5439	15.0144	-34.8835	5.3035	9.8683	20.4879	75.2364	3.3166
-0.6795	-0.4221	0.5543	0.0236	0.0999	-1.4021	0.4226	-0.2603	-0.0650	-0.6532	-0.6408	-1.5116	1.2458	-1.4020	0.0579	-0.5565	-0.6784	1.8446	-5.9525	-3.5169	3.5398	1.5480	0.8807	-5.6253	-1.4108	0.8357	3.8239	4.2307	-0.1034	9.0393	-3.6768	0.2144	-2.2246	5.5818	2.8494	0.2897	-2.8366	1.0282	-0.6345	-6.6183	3.5670	8.8495	2.2306	-10.1909	8.8558	-0.2352	-1.7284	-6.0211	-16.9411	-0.9847
-2.7141	-3.8678	-0.8620	-3.1629	-2.3717	-1.7601	2.3824	-3.5915	-8.7818	-8.3422	-10.0388	-4.5327	7.0597	-2.1985	3.4310	1.0355	-3.1884	13.4190	-16.1226	-10.6240	1.0657	0.7828	6.9353	-23.1150	-22.3937	3.0658	-2.5396	9.5771	-13.5492	23.1069	-10.6522	-2.1379	-11.8143	-5.5687	-3.0568	-2.0619	-27.6860	13.5890	-3.4896	-17.6788	8.6018	4.7418	-6.0537	-14.7296	17.3425	8.6783	16.4611	15.6940	-61.5360	-57.1118
0.5064	2.4728	0.4727	3.6961	1.6585	-0.7920	-0.8945	3.1493	7.1655	6.2273	6.9670	1.8103	-2.7894	0.7600	-1.6856	-2.1686	-0.5277	-5.3932	1.4000	1.5893	5.3898	-1.7817	-5.4923	7.9019	26.1685	0.8338	10.1964	-2.5100	4.6652	2.6197	6.0841	5.8159	2.5747	5.7074	5.9161	7.9327	8.1512	-17.5821	-13.3053	2.7800	-21.8704	14.0898	16.2701	-4.1512	22.4835	-36.6823	-30.4377	-47.3592	9.7940	66.2934
-0.3019	1.0198	0.0368	3.1781	-0.7077	-2.7913	0.7830	4.2887	7.8422	5.4249	10.5210	5.9180	-6.3958	2.3328	-7.1209	-0.4899	-1.6222	-20.1281	24.7448	9.1213	-2.3201	-9.0516	-8.4946	24.9724	11.7967	-6.4525	2.0795	-5.7409	14.8406	-38.8926	1.9862	6.0467	20.6085	-10.4307	-9.8077	-17.0289	31.0060	5.0730	9.0953	5.5683	4.9163	-17.4773	-1.6562	7.2812	-49.6405	8.5860	8.4594	5.9124	85.4228	18.8863
-0.3341	3.6649	4.8889	4.5164	4.5107	-3.1839	-1.4843	3.2970	10.1179	7.0360	6.7109	-3.9286	1.1135	-2.9796	-2.5465	-8.0384	2.4748	-5.4533	-7.6242	-2.9217	14.6380	10.4499	-0.2925	-2.0060	6.9401	1.7574	14.1424	10.5108	22.3593	5.6599	1.6760	5.4239	4.2047	22.3476	14.9283	0.6085	18.6687	4.0758	12.9418	-19.7058	26.5128	27.2450	9.2773	-22.2356	-1.6237	7.1581	-9.2005	-20.4494	-13.6792	21.9819
1.3257	-0.2316	-2.8639	-2.0624	-2.4943	3.7532	-0.1035	-1.9901	-4.9034	-1.4351	-2.4975	2.4090	-1.0079	1.8011	3.0890	3.5800	-0.2406	3.6392	10.9246	8.5445	-16.0416	-16.7598	2.0766	13.4884	-2.0782	-2.3705	-13.0472	-10.9192	-17.1360	-20.0607	16.1095	-13.1805	-0.9233	-21.4122	-10.1437	-11.2849	6.3575	-13.0492	-15.8818	53.4150	-35.4408	-36.2328	-4.6028	48.4567	-25.2314	-2.5394	11.1691	54.8405	96.2631	-8.9761
-0.6238	0.1280	0.6808	1.3547	-0.4790	-2.6618	0.7752	1.9239	4.4410	2.6041	5.0730	1.6854	-2.4040	-0.6791	-4.6650	-1.1304	-1.2888	-11.8145	7.8170	0.8385	5.1765	4.2080	-4.5351	4.8755	4.0550	-1.6772	6.0733	2.1508	13.9259	-9.9727	-10.7117	9.0227	9.1896	-0.4530	-5.6925	-2.1330	6.5342	11.2666	15.5444	-24.3335	19.1063	7.4695	-1.5632	-21.0411	-11.2628	3.0997	1.4644	-25.3896	-15.1401	8.0643
0.0733	-2.2550	-2.7503	-3.2346	-2.0934	2.9350	0.4288	-4.1588	-10.2584	-6.4267	-10.0351	-2.0579	4.7544	0.3983	6.7377	3.8362	-1.1316	16.5828	-9.9272	-3.4186	-8.2249	-5.1735	8.1261	-12.8378	-16.9740	2.9622	-11.1494	-0.4460	-23.0231	14.0145	3.4291	-12.3460	-13.0568	-7.6531	-1.0640	0.0449	-19.8778	-5.5662	-13.8286	21.1389	-13.8590	-13.3188	-6.6519	18.0518	11.1963	7.6421	12.2414	39.4057	-4.0930	-42.5280
-0.0721	-2.3712	0.0277	-2.9292	-0.5610	1.3321	1.5550	-4.4103	-9.3305	-7.0920	-11.2774	-5.4682	8.1906	-2.6299	7.8965	2.0302	-0.4901	20.7201	-23.3285	-11.6247	3.3855	9.0505	9.2101	-30.8308	-17.8104	6.6093	-0.3595	7.1900	-15.9407	39.4385	-9.3347	-2.9950	-22.0097	-1.7175	0.6978	14.2726	-40.2776	4.1290	-7.0073	-18.1537	-0.6862	19.2148	-0.6115	-16.8967	47.7018	-10.7813	0.5366	-9.6000	-101.5262	-38.2048
-1.1368	-0.8103	0.7766	-0.8707	-0.4155	-1.4662	0.2893	-0.6077	-0.8317	-1.6033	-0.9722	-1.7350	1.1103	-1.4577	-1.0009	-0.6146	-0.4438	-0.0835	-7.1849	-4.5865	5.2878	5.8852	-0.2215	-7.3752	-2.7872	1.3523	3.9769	6.4680	3.0619	11.9607	-11.8356	4.3706	-0.0104	11.5476	5.5971	5.7787	-7.0319	8.6636	0.7984	-28.7413	15.5331	13.6823	-0.9751	-25.6667	18.6896	3.7972	-2.7973	-28.9383	-60.8576	4.8678
2.0126	0.4000	-2.0076	-2.0857	-1.5117	3.4446	0.1619	-0.5760	-2.4467	-0.9699	-0.1571	3.2161	-2.4745	1.6715	2.7580	3.9659	0.2016	2.1882	8.5033	6.3758	-10.5187	-11.4356	-1.6624	10.5300	8.0895	-1.3626	-5.7715	-10.4512	-13.4138	-9.7585	10.0228	-7.4782	-0.4130	-9.9282	-3.9501	-1.0934	3.2301	-15.8747	-20.0688	38.9355	-38.2395	-18.2824	2.2564	31.8854	-1.6234	-16.3052	-4.9982	14.0182	57.3173	24.9250
0.2831	-1.2553	-1.4123	-2.5124	-0.7733	2.2494	0.0243	-1.4291	-4.7831	-4.0453	-4.0967	0.7489	0.0019	1.9349	1.1442	2.8236	0.4317	2.7304	-0.2744	-0.7533	-3.5853	4.8568	1.5266	-4.5730	-12.4092	0.6910	-8.7159	-0.9375	-3.6590	1.4226	-5.9585	-1.1906	-0.4475	2.8112	-0.0965	4.3385	-8.6933	6.0996	9.4285	-10.2600	17.7394	-6.9451	-11.1934	-2.6653	-1.8651	23.4527	11.8254	13.8297	-28.9644	-33.7904
-0.8234	-1.5832	-1.4832	-0.8091	-0.3051	0.1423	-0.7562	-1.6280	-3.8971	-2.2814	-4.2817	-0.9796	1.9248	0.5189	1.0867	1.2387	-0.7297	5.6312	-7.6483	-4.2876	1.4606	4.3066	2.2780	-9.9866	-5.3486	1.6757	-2.6857	2.4604	-5.3668	14.0062	-4.4501	0.8788	-7.1117	-0.1524	-0.8908	6.1478	-16.4264	0.8991	4.6646	-10.2908	4.6002	4.9291	-2.5487	-8.0377	17.2340	-2.8795	-2.0994	-3.6618	-42.9071	-21.5549
-1.1439	-1.5989	-0.0029	-2.3353	-1.0133	0.1974	0.5674	-3.0052	-5.7597	-4.3169	-6.6539	-3.6747	4.5888	-2.0600	3.0421	0.1793	-0.4977	10.7097	-13.8698	-6.5425	2.0746	5.1323	5.1259	-16.8663	-14.1014	3.8295	-0.9108	6.4876	-6.7972	19.3050	-6.6146	-3.9523	-9.8867	4.8477	4.0699	4.0836	-16.8556	6.2467	-2.3803	-11.3141	8.8986	9.1427	-4.0225	-11.9262	18.8094	6.3441	6.1167	0.4439	-55.6226	-27.4696
1.8255	1.9930	-0.8158	-1.3041	0.8863	4.0156	-2.6906	-1.3681	-1.1546	1.3044	-0.8533	-0.6486	-0.8514	0.5070	3.0016	0.3618	2.7692	5.6963	-4.2850	3.2423	-2.8445	0.0651	0.8698	2.8368	8.6477	2.4907	-3.0039	-3.7889	-6.2673	6.8922	9.5305	-7.2222	-4.6776	12.4265	11.4859	10.3745	1.6931	-17.9364	-12.7712	21.6293	-18.7483	0.4091	4.2431	15.3665	20.9214	-9.1798	-16.7319	-8.8169	1.5167	36.5552
-0.0710	1.0241	1.2146	0.9383	1.1630	-0.3829	-1.1731	-0.1663	1.1497	1.4483	-0.1125	-2.4797	1.6629	-1.0186	-0.1305	-2.8917	1.1234	-0.5541	-5.4957	-2.3446	6.6934	9.8749	1.6472	-6.4882	-2.0536	2.0840	2.3664	5.3676	8.2409	7.3193	-2.6449	3.6151	-3.4033	2.8748	-0.5050	5.0534	-5.8113	5.0799	18.0740	-15.4893	16.9602	12.7776	0.0874	-12.2568	5.2879	0.8264	-2.5383	-10.4752	-38.3432	-11.2752
