X0	X1	X2	X3	X4
0.9408	2.9056	-0.4562	-3.9705	-2.9622
1.5898	4.7156	-0.0097	-2.1111	-4.5014
1.7638	1.6906	-0.0525	-3.4600	-0.6894
0.8573	2.0110	1.0209	-3.4881	-3.5378
0.6697	1.8767	1.4156	-2.7956	-2.2734
0.2732	1.4620	1.0556	-1.4833	-0.7626
0.6588	2.6038	-1.0118	0.6771	-0.3539
-1.5352	-2.0798	0.3453	0.0931	2.8677
-2.5894	-1.5123	2.2981	1.6388	1.5674
0.8079	-0.3409	-0.4341	-0.1455	0.7105
0.1037	-2.2547	0.1795	1.4036	1.4166
-0.8210	-0.3403	-0.2577	2.2959	2.7124
-1.7538	-3.6400	1.5980	1.4037	-0.1230
-0.7813	0.0779	-0.0472	1.9743	4.8762
0.4502	-2.4592	-1.7431	4.6407	1.7049
-1.0804	-4.5150	-2.4872	7.5994	6.7951
-0.8292	2.8498	1.3889	-3.4911	-2.7423
1.5065	1.4788	-3.1465	1.2949	0.9503
-0.9972	-1.3913	1.8040	-1.4966	-0.2480
1.8222	1.0887	1.3355	-1.3867	1.3430
-0.6383	1.9159	0.1299	-0.7747	-2.2768
-2.2714	-1.8438	0.8746	-0.8076	-3.2223
0.7858	0.7975	-0.5358	-0.8465	0.1361
-1.7105	-2.4235	0.6506	1.4305	0.9543
2.4058	1.4045	-0.7665	-0.7700	-0.2299
-0.7577	-1.7701	-1.6858	3.1679	3.9202
0.0755	1.0493	-0.7376	0.7915	0.1927
0.0567	-2.0107	1.6029	-1.3916	-1.1255
0.8837	1.5538	-0.2215	-1.7818	-2.1167
2.1453	1.4260	-0.9335	-1.2846	1.1713
2.1907	4.5911	1.0325	-7.7360	-3.4272
-0.4498	-0.4614	-0.7362	0.4963	-0.8788
0.7309	0.5947	-2.2513	1.0530	-1.0504
0.2085	1.6604	-1.0105	0.2407	2.9634
-3.0947	-2.6315	1.3142	1.4318	2.0880
-1.7042	2.0214	0.0975	-2.9878	1.2962
-1.4822	-2.1183	-0.6288	4.0311	1.5970
-0.1968	2.4759	0.0028	-3.3232	-3.4711
-0.2933	0.5612	0.4136	-1.4373	-0.5569
-1.7471	-2.3040	0.2970	1.8797	-0.5529
0.8884	0.5707	0.7413	-1.2310	-2.8436
0.6371	-0.3362	0.6731	-0.6688	-0.6416
-1.4147	-1.0133	2.2255	0.0132	-1.3007
3.7605	3.6801	-3.5051	1.0854	0.5709
1.3473	3.4011	0.6047	-4.0328	-3.5314
-2.3659	-2.6405	-0.3536	4.1555	1.7586
-0.0747	0.6362	-2.0826	0.5005	0.7193
-2.2278	0.6865	0.1046	-0.4331	0.3993
-0.2445	-0.6677	0.2621	-0.0287	-1.0863
-0.3596	-5.9956	-0.6436	7.1428	3.8999
0.6831	0.0460	-1.8056	2.4254	2.2004
1.1591	0.3460	-1.2491	1.0985	-1.9212
0.6356	-1.1692	2.7310	-4.5501	1.0568
-0.2871	1.1875	0.6633	-1.4224	-0.4429
1.1614	-1.2820	1.5234	0.9320	0.9285
0.8675	-0.7362	-2.1888	2.5542	0.5663
4.5231	5.2177	-3.4647	-2.1237	-1.1195
-0.0264	-0.7916	1.3456	-0.8241	-1.2976
1.6681	3.9409	-2.0528	0.3241	0.8497
0.5631	-0.0335	0.5386	-0.2264	-1.3977
-1.0838	1.4606	0.9397	-2.3182	-1.2756
-2.3766	-1.5553	2.8562	-2.1315	0.1560
-2.3033	-2.0501	1.9850	-0.8789	1.2129
-1.7572	-0.0954	0.9390	-0.2302	1.3034
0.4722	0.1887	-1.3250	1.1743	-0.9392
-0.5702	1.8397	2.7871	-6.9518	-5.9340
-1.8055	-0.9687	-0.2950	4.0310	3.9002
-1.0266	-4.0475	0.1033	4.4067	3.7293
-0.6482	-1.3541	-1.0878	4.2359	-0.9791
-1.4117	-0.7785	1.4061	0.3672	0.2278
0.0137	0.7943	0.1749	-0.1383	0.1846
0.7584	-1.1582	0.4072	0.3549	-1.5775
-0.5631	-3.5271	-0.1990	4.0344	3.2141
2.0430	3.5200	-0.1595	-4.5523	-4.7862
-1.0500	-0.7430	0.8413	-0.6543	1.8531
0.7943	-0.6973	-0.9039	2.1883	3.8850
0.7025	-1.6198	0.7551	0.3177	-0.3993
-2.3266	0.2143	-0.5470	-0.0680	2.8050
-0.5539	0.2272	-0.7988	-0.1369	-3.2762
1.5242	1.4882	-0.7692	-0.4882	-0.1148
-2.6397	-2.8044	1.5314	0.1545	2.8123
0.1891	-0.6935	-0.0251	3.2308	3.2474
1.6202	4.8419	-1.5679	-2.4828	-2.4449
-0.1832	0.4342	-1.6706	1.7321	1.4476
-0.9004	-3.5538	0.0488	4.8927	2.7324
-0.6575	1.2926	0.2933	1.5091	1.7119
-1.8464	0.8815	-0.5856	0.8874	1.8554
0.8361	0.8251	-1.0136	1.4829	0.3060
-0.4507	-1.5117	1.2937	-0.6689	0.0259
-0.1687	-1.1248	-2.3179	2.4829	1.3329
-0.2908	2.2004	-1.5484	-1.1256	-1.3884
-2.1931	-1.5930	2.6096	-2.4673	-1.3956
-2.3560	-3.9620	0.7407	3.5407	0.0817
-1.2218	-2.4666	0.2808	4.9201	1.6232
1.7471	1.8902	0.5452	-0.2312	-2.1338
-0.4348	0.8198	-1.1557	-1.5815	-0.2652
3.2706	2.5888	-0.2377	-3.6054	-2.9237
1.8902	1.4330	-0.8757	-2.9075	0.4568
0.4580	0.9858	-0.0325	-0.4677	0.6299
-0.4715	0.5547	-1.2850	1.9513	1.0832
-0.4301	0.3389	1.8202	-2.6774	-0.4452
-1.4357	-2.3746	0.7712	1.0691	0.4412
3.3162	1.8896	-3.5620	3.4692	-0.9225
-2.1564	-1.3784	2.7428	-1.8373	0.6263
0.1198	0.5875	1.6451	-1.9417	-3.4685
-0.1072	1.1228	0.5800	-3.1413	-0.4465
0.4224	1.8724	0.0523	-1.9937	-2.0093
-0.0347	0.1182	1.3934	-2.1674	0.3621
-0.9965	-1.3826	0.7253	1.3532	0.9556
1.0995	-0.7010	1.6671	-0.8505	-0.7500
-1.5426	-1.4496	1.1181	-0.8648	1.2150
-2.4136	-2.3166	1.8461	1.2043	2.2060
0.0786	-0.0196	-1.4277	1.8083	1.5766
-0.7702	-1.8404	0.0007	2.3129	1.5907
0.0591	-1.6133	0.5936	1.0249	-2.2646
-0.4265	-0.7653	0.0872	2.2943	1.1929
1.4644	-0.2448	-2.3085	2.5447	2.5897
0.2731	1.8714	-1.5838	-0.0687	-0.4717
-1.6632	-1.0375	2.0557	-1.8914	-2.5108
-0.9190	2.9075	1.0227	-3.7557	-2.3885
-0.2072	0.2007	0.5002	-0.9562	-1.6795
-0.1152	-2.5353	-0.1693	2.0593	0.4927
-2.2333	-0.1194	1.2747	-3.2174	-4.1263
2.6154	1.9918	-0.4200	0.2025	-0.5788
0.1848	1.6141	-1.1387	-1.3609	-0.8651
0.4642	-1.5193	-2.3291	4.3339	4.1804
-1.1425	1.9916	-1.4326	-0.5732	0.8273
0.4225	1.2556	-0.6480	-0.1157	-0.1034
1.6465	-0.7594	-0.1252	1.3172	3.1468
-0.5121	0.2307	-1.8466	0.4540	2.2269
-1.5756	-2.8720	0.6175	1.3874	0.8614
-0.5720	-1.3234	1.0701	0.9243	-2.4823
-2.8068	-2.3760	0.8450	4.2758	5.9635
-0.7775	-0.6910	-0.2214	0.5649	-1.4048
-0.3918	3.0783	1.1928	-4.0145	-4.2374
1.7290	-2.1009	-0.2415	2.0431	3.9055
2.4548	2.0510	-2.0255	0.2594	-0.8693
1.3034	3.7411	0.1183	-4.4619	-5.1749
1.7456	2.1207	-0.9038	-0.6679	0.8254
-0.5198	0.0795	-0.5085	-1.3549	-0.8526
-0.1564	-0.5261	-0.2562	1.3247	-3.2289
0.0986	2.6711	-1.5921	-0.6596	-0.9803
2.4560	4.7499	-0.8037	-3.6317	-0.5883
0.9457	1.8920	-0.2422	1.6635	0.5706
-3.8226	-3.9179	2.2136	0.0055	-0.7469
0.3193	1.9415	-0.4721	-2.5810	-3.9160
0.3209	-2.9646	1.6524	0.7359	0.7990
1.1618	1.3919	-2.8032	1.8438	2.2751
1.4017	4.3661	-2.8866	-2.0467	0.2202
0.9848	4.6510	-2.7980	-1.7033	0.2698
-0.6794	1.6519	1.9445	-3.4026	-3.5548
-2.7861	-1.9770	3.6608	-1.3960	-1.7134
-1.6064	1.3346	2.1101	-1.9502	-1.6811
1.0055	-2.6765	0.6369	3.4651	1.8435
-1.1438	-2.0615	-0.5344	3.4878	0.1956
0.5651	0.5315	-0.8207	0.3826	-2.4248
0.5525	0.2687	0.8459	-1.3452	-0.6924
3.7587	3.0916	-2.0959	-1.4233	-1.6381
0.1574	-2.2996	2.6112	0.5440	-0.9233
-1.9536	-2.3333	4.8691	-2.4394	-0.3268
1.3095	2.9134	-1.0547	-1.5601	-1.8365
1.2080	-2.1501	-0.1061	2.2262	2.2890
0.2044	-0.0460	-0.3006	-0.8936	-2.5018
-2.7291	-0.9293	-0.1374	0.5188	-3.8167
0.6454	-1.4677	-2.1773	3.6304	5.3485
-1.3635	0.6168	-0.0121	1.2068	0.5768
-0.6046	-2.5571	-2.5759	5.8545	2.2925
0.3055	-2.7076	0.5728	1.4879	3.3327
-0.0737	-1.4042	0.7463	0.3197	0.3909
-2.0512	-2.7649	3.5189	-1.7343	-1.2023
-0.0401	1.8342	-0.3806	-1.7755	-1.6305
-1.2012	-2.1456	-0.4592	3.2560	0.7554
4.0516	6.1481	-1.3974	-2.4303	-0.8877
1.0769	1.2888	-0.6208	0.3391	-0.5023
1.4988	1.9392	-0.3790	0.4700	0.0704
-0.9122	0.4892	1.7821	-1.2782	-1.0812
-1.0849	-0.1652	2.3227	-3.4477	-3.2944
-1.3700	-1.9732	0.7620	1.8166	2.2802
1.6791	1.1891	-2.1219	-0.3504	0.6746
0.7679	-0.4253	1.1630	-0.9318	0.0190
0.0601	4.7814	-1.5851	-3.2592	-5.0923
-2.5749	-2.6236	1.4535	1.0609	-0.2619
-0.6895	-3.4512	-1.5735	3.4692	3.3483
1.4326	0.9947	-2.6323	2.3064	-0.4206
-2.0485	-3.0512	0.8942	1.3864	0.3991
1.5962	-0.5873	-0.8783	2.3742	2.9412
0.0744	0.2145	0.4909	0.6542	1.8490
0.0352	0.0031	1.9914	-3.4104	-3.8519
0.5506	1.3088	-0.4059	-0.4344	0.4732
-1.4668	-2.1368	1.5166	1.4539	-0.1608
-1.4405	-0.6072	2.4714	-1.1453	-2.3840
-0.8328	-1.6095	-0.3538	2.1532	2.6680
-2.5857	-3.7102	2.3863	1.9262	2.6559
0.1448	0.6350	-1.0914	0.1412	-1.5747
1.0002	0.7953	0.1422	-0.0882	-0.3779
1.1224	-0.6971	-0.0170	0.0193	1.8234
-0.7423	-1.2416	0.6292	0.5278	1.6368
-0.8644	-2.8373	2.3592	-1.2386	0.0706
-0.0606	1.7235	1.2825	-3.3494	-0.3715
-0.1345	0.8612	-1.3132	1.2064	1.7985
0.7685	2.4551	-1.2614	-2.0090	-2.0263
1.3297	0.9743	0.0821	-2.3328	-1.6488
-1.5661	0.1059	3.7984	-3.8201	0.4239
-1.2659	-0.0482	2.6914	-2.9549	-0.9940
-1.0102	-1.5225	-0.8061	3.9097	2.1083
0.5401	-1.3413	-1.3201	1.4608	2.6831
-0.0329	2.4229	-2.8541	1.6086	1.5860
1.7770	-2.3585	-2.5069	6.6919	1.6534
2.5730	1.8288	-0.1572	-1.3739	-1.7982
-1.1124	0.3042	-0.7531	0.2431	-1.5113
-1.1150	-2.8703	1.8227	-0.6202	-0.0174
1.6302	2.4593	-1.8485	0.1184	-1.6776
-1.4445	-2.3048	-0.6702	3.4900	1.7966
-0.2559	3.7681	1.8044	-6.6544	-2.4073
1.2532	2.0280	-0.1048	-2.2456	0.4173
-0.2646	0.6030	-0.1277	-0.2103	-0.8475
1.2896	-2.0904	1.0374	0.4534	0.9841
1.8482	3.9307	1.5992	-4.1134	-2.4729
-0.0472	-1.1388	-0.0865	0.8870	2.2749
-0.5782	-2.7378	0.8799	1.5386	0.5590
-1.0448	-0.1726	-0.5112	0.6106	-2.7490
-1.0380	-4.0749	1.3219	3.0004	1.6358
-0.7742	-0.7639	1.5298	-2.8830	-0.2349
1.5577	-0.1691	2.1497	-1.6089	-1.1647
-0.2635	-1.4943	-2.5550	2.2456	0.7465
-0.5909	-0.6835	4.0304	-1.8598	0.2050
-0.8505	-0.0045	-1.6633	2.0371	0.0083
0.7489	0.1901	-0.7936	2.1767	-1.7787
1.2750	1.0308	-2.2637	2.1793	2.4693
0.0464	1.3196	0.1131	-1.4272	-0.6839
-0.4357	-2.1609	1.7849	-0.4885	-2.1956
0.2688	-0.0243	-2.3194	1.9673	0.5058
1.8277	-0.4118	0.1226	0.4687	0.9080
0.0504	-0.7175	-0.6174	2.4412	0.9393
-0.2443	2.6807	-0.5205	-1.9133	-2.5654
-2.5143	-3.0027	2.7885	-0.4765	-1.2612
-1.2549	0.4367	1.4799	-0.6974	-0.9025
-0.5356	-3.2850	0.2958	3.3692	1.1443
2.4860	2.9544	-1.1953	1.1230	1.2513
0.9201	2.4399	-1.4345	0.3975	1.1503
0.0452	-1.1883	0.3983	1.4933	-0.6337
-2.3213	0.2510	2.4456	-2.1975	-1.1898
1.3872	3.0940	-2.4891	-0.1493	-0.8908
1.5487	-3.1067	-2.0415	4.4182	2.1158
0.5900	1.8950	-0.3827	-0.3877	-3.6947
2.0416	0.8658	-0.9302	-1.3302	-1.7888
-0.6114	-0.7222	-0.8400	3.4505	0.2698
1.0999	0.8079	-0.3690	-1.6541	3.3641
-1.0624	-0.8645	1.0690	0.6490	2.2167
-0.0979	2.3576	-0.2320	-3.0012	0.6266
-0.0221	-2.4231	1.3561	0.6460	0.9838
0.5934	-1.3523	-2.0423	2.1655	3.5100
-0.2473	-0.7460	0.6565	-0.2003	0.1559
0.5416	-1.0913	0.8225	0.7121	-1.9882
-0.4996	-0.8464	-0.2665	2.2189	0.4541
1.6274	1.1478	-2.0562	2.2405	-0.0771
-1.1300	-1.7519	1.7810	-1.0183	0.1586
0.5998	-0.2827	-2.4836	2.9591	1.7746
-1.5487	-2.7121	1.9540	-0.5847	-1.2736
1.7664	1.7581	-0.1492	-2.9596	-2.5149
-0.5580	2.1433	-0.4663	-0.7060	1.2503
-0.5939	0.7623	0.2081	-1.1182	-3.0207
-3.0985	-3.5178	3.1122	0.3540	-0.6135
0.1298	-0.0704	-0.4634	1.1054	0.7544
4.5197	6.1119	-2.5394	-2.5073	-2.4187
0.7568	1.4329	0.2705	-0.5608	0.0624
-0.0420	0.0958	-2.2239	2.9040	2.4119
1.6522	2.0931	0.0573	-2.2902	0.1942
-0.9897	-1.4914	-0.1648	1.5772	2.3067
-1.5433	-2.6286	0.9829	0.6711	2.3419
-0.5778	0.2099	1.6236	-1.0560	-0.0481
2.8386	-0.0174	-1.3872	1.7495	-1.2921
-0.3796	-0.8085	3.3394	-1.6533	-1.9781
-2.0524	-2.1965	-1.5599	2.6741	2.6618
2.0655	1.2532	0.1417	-2.0857	-2.7318
0.8347	1.3844	1.0292	-2.3168	2.5516
1.2080	-0.6123	-1.4521	2.3680	0.1760
0.8523	0.3479	0.1432	-0.5639	-0.1042
-0.1272	-0.3866	2.9885	-1.2345	-0.7652
2.3249	-0.0930	-1.9375	0.5731	-0.7701
0.1978	-0.9206	0.4830	-0.1790	2.6679
-0.2456	-0.1520	0.1293	0.3385	-2.5526
-0.6676	-0.3654	0.0645	1.4292	2.6189
-1.1084	1.3335	1.5705	-3.4388	-2.5032
-1.6194	-0.7332	1.1838	0.0341	0.9441
0.5329	4.4862	0.5099	-4.6877	-4.8260
-0.4622	-2.2194	-1.4934	3.0983	1.4239
0.9989	-0.4418	1.2830	-0.5434	0.0454
-1.7442	-4.0880	-1.4044	5.0399	2.3722
-0.4769	-4.5029	0.6733	2.6832	2.5510
-0.5053	2.8000	-0.9140	-0.9435	1.3155
2.0028	4.6082	-1.5879	-2.4536	-0.6956
1.1161	1.5821	-2.1819	1.7928	2.5714
2.3182	0.2131	-0.5587	-0.1507	-1.0566
0.0088	-1.2452	0.4308	1.0560	1.4858
-1.4930	-0.7455	1.5860	-2.1599	-1.8277
-0.1050	-0.0850	-0.0492	0.3599	-1.3397
0.5865	1.2256	0.4209	-0.3829	-0.4613
-0.4371	-0.0181	-0.8480	0.3927	-2.6665
0.6454	1.8890	0.3579	-1.4432	2.1783
3.0582	1.5432	-1.3375	1.1853	-0.9733
1.4106	2.4122	0.9685	-4.7931	-4.3931
1.2738	0.8338	-3.5957	3.1739	2.5066
1.5394	2.5186	1.4347	-3.6045	-0.8571
1.0739	0.0705	-0.2543	0.6066	0.9105
0.8100	1.9730	-2.0761	-0.8118	-1.6618
2.1629	3.2991	-1.8207	1.0551	0.5523
0.5258	0.2082	0.1931	-1.4689	-0.5616
-1.6469	-2.0285	1.4015	1.0095	3.5551
4.5189	5.3733	-4.4302	-0.2613	1.0490
-0.4339	-0.2738	-0.0698	-0.4577	-0.3539
1.5861	2.3010	-1.0593	1.8695	-1.3241
-0.5394	1.6432	-2.1158	2.3616	-0.6506
0.5893	-0.1252	-0.3561	-1.1854	-1.2035
-0.9758	-1.9381	0.4528	1.5872	-0.6914
0.1035	0.2951	-0.6352	-0.6803	1.6175
1.5356	-1.0049	-0.8292	3.9262	4.8527
0.2094	1.7955	0.7518	-2.0942	-3.1584
-0.2147	2.1687	-2.9350	2.3060	0.6496
-0.3888	-3.4229	-0.4939	2.5315	1.0220
-1.0336	2.4421	-0.6901	-1.2175	0.5598
0.2380	1.0085	-0.6673	0.3994	1.9665
-0.0024	-2.2628	1.4206	-1.1818	-0.9356
2.6559	-0.6255	-2.3598	3.4981	1.6891
-1.4499	-1.0768	-2.8698	2.7654	4.2445
-1.5307	-1.1252	2.0568	-2.5249	0.6366
-0.2526	1.9525	-1.2539	-0.1877	1.8022
1.2556	3.8792	-1.7982	-1.2300	-1.4324
-1.1021	-1.3090	0.3553	0.0659	2.0122
-0.6239	-0.2985	-1.6633	3.1612	-0.6686
-1.3730	-6.9116	2.8349	1.9380	1.8213
-0.5297	-1.7947	-2.1113	5.1437	2.1496
0.8773	2.4999	-1.6854	0.3996	0.8013
-2.7105	0.3063	1.1991	-3.2177	-3.2142
-0.5923	-2.3344	1.6854	0.9172	-1.8574
-0.2917	-0.4428	-0.4872	0.0117	-4.4913
0.6226	-2.2177	0.2504	4.0899	2.2635
-1.7733	-1.4544	0.8878	1.1839	0.2789
-0.1475	3.2329	0.5216	-2.7624	-1.1758
-1.7748	-1.9657	1.0577	0.0251	-0.0883
-0.7347	-0.2954	1.0675	-2.5863	-2.4220
-1.4571	3.5017	-1.6070	-2.0233	-2.3333
0.2573	3.0440	1.2435	-1.5719	-1.7546
0.3748	2.1064	-1.3715	1.1179	0.4657
-2.0034	-2.1910	1.7363	0.7150	0.6937
-0.6786	-3.6734	0.8331	2.4844	1.4373
2.6987	0.5813	-0.7951	0.4350	2.1166
-1.1722	-1.9148	0.7324	0.0545	0.8624
-1.1279	0.1074	-2.0276	1.0680	-0.3975
-0.5766	0.9775	-2.8005	1.5351	-0.7767
-1.7503	-0.1701	-0.2534	1.7307	2.0744
-1.0087	0.9373	-1.0241	1.2287	-0.7403
-1.0948	0.3068	1.6663	-1.0297	0.9529
0.1449	-0.5482	1.4859	-0.4366	0.8311
-2.4356	-1.1793	3.6106	-3.0812	-0.7825
-2.0597	-2.4607	2.5581	-1.4244	-0.1545
2.5234	3.2530	1.0153	-4.0191	-3.5271
0.8873	3.3884	0.2357	-3.3886	-2.2532
-0.6160	-1.8093	0.8808	0.9315	0.6915
2.0483	5.2906	0.2383	-6.4787	-5.7344
-1.3309	-2.6694	1.0032	0.7660	0.2379
0.9030	2.2253	-0.5485	-2.5849	-0.9990
1.2604	3.1780	0.7515	-6.0384	-2.4889
-4.3769	-4.6872	0.5511	2.9871	5.7580
-0.2350	-4.7787	-1.1602	4.8313	2.7812
0.9829	2.5097	-2.1663	-0.9964	0.7848
1.6289	2.5506	-1.6279	0.2081	-2.0031
-0.9681	-1.8325	0.7739	0.9930	0.1619
1.1617	2.8587	0.1958	-2.6243	-1.3593
1.4591	-2.8940	-0.7037	3.7645	-0.3587
0.7419	1.1147	0.1751	-0.8219	-0.3309
1.2717	0.7360	0.7313	-1.4258	-2.0711
-0.7396	0.1685	1.1546	-1.8256	-0.6242
0.6672	1.0650	-0.4543	-0.8188	-3.4538
-0.5118	1.5961	0.1757	-0.8008	-1.2568
-0.2985	-1.2117	-1.5094	1.6908	1.2429
-0.4567	-0.6828	1.3250	-0.2685	1.6542
-1.1768	-0.7716	-0.6387	0.7051	-1.1039
-1.2783	-2.3923	2.0782	-0.7874	-0.7611
-1.9732	-2.2612	-0.5029	1.5381	-0.2356
-1.9413	-1.5951	1.6912	0.0203	1.4217
-0.4396	0.3756	0.3195	-1.8791	-0.4383
3.5384	0.5802	-1.9310	2.1051	1.7234
-0.1984	0.8063	2.0308	-1.9869	-0.5660
-1.4226	-4.0257	0.9411	3.0756	1.0698
1.9524	1.3329	-0.5947	-0.8257	-1.7892
0.8671	0.3329	-1.5441	-0.1394	2.0778
0.7874	-0.2380	-0.0121	-0.1919	-2.7908
-1.3017	0.3387	-0.0941	0.1637	-0.5592
2.1518	2.3805	-3.7231	1.4480	1.2727
1.1739	-0.7715	-0.4407	1.3533	2.2744
-1.0733	0.0810	-0.6553	1.9530	0.6281
-1.5290	0.5863	1.3146	-2.7491	-1.0994
-0.7472	-1.8275	1.4774	1.5337	-0.6453
-1.5523	-2.0057	-0.0974	2.1414	-0.7050
-0.1877	-0.6736	-0.9124	1.7515	-1.9172
0.7055	-2.4143	0.8557	1.8440	0.2141
1.2139	2.1926	0.1512	-0.4916	-1.0633
0.1647	-1.1070	0.7580	-0.8564	-0.3062
-0.3054	-0.0426	1.1243	-1.8477	-1.2822
0.5089	-2.7695	0.7117	1.1140	2.6257
-2.8250	-1.8722	-1.6583	4.4608	1.9917
0.5721	1.9560	-0.7109	-2.6289	-3.9746
0.9388	-1.1625	0.4703	0.6547	-0.2176
0.1441	1.3460	1.3754	-2.3230	-0.4906
0.4516	2.4785	-0.0949	-2.2043	-3.0025
0.5193	0.8356	-0.2751	-0.3896	1.0475
-0.8730	-3.1175	-1.0448	3.1098	-0.5190
0.2154	2.9297	-1.0176	-0.2213	1.8233
1.3836	1.4413	-1.6588	-0.5425	2.4756
1.2857	-0.2329	-1.7068	2.7141	1.2964
3.7172	3.2142	-3.6594	0.3237	0.9621
0.4506	-1.3442	0.5093	-0.0044	0.8181
-1.6379	-3.3887	-0.0516	1.4244	-1.3610
-0.5451	-0.9236	-0.8169	3.4702	3.0788
-1.4225	-0.2453	0.0323	-1.1473	-0.6547
0.8142	1.7564	0.7463	-1.6838	-2.1250
1.5665	0.3240	0.4006	1.8960	3.8794
0.4285	1.5964	-0.6417	-1.1662	0.6314
0.4056	0.5863	-0.4277	0.3580	-1.7449
-2.1785	-4.6187	0.7428	4.2137	4.0799
-1.8709	-1.4521	0.1876	0.6996	-1.9067
0.6816	2.5149	-0.2725	-2.5600	-1.2346
-1.1006	-2.3420	-0.6853	1.7409	-0.7879
0.1216	1.1818	0.2677	-0.6538	-0.9500
-0.3964	-0.4759	-0.7353	1.7180	0.3201
0.2251	0.0180	-0.5841	0.7739	0.4689
-0.8276	-0.0745	-1.3535	0.6644	1.1046
1.3082	-0.6863	-2.4383	2.5635	1.6860
0.0152	-0.0054	-0.0523	-0.1314	2.0597
0.8418	0.5081	-1.3439	0.9996	-0.5469
2.4797	0.1108	-0.6891	1.5732	1.7726
-2.2240	-3.6269	1.7029	0.7914	0.8777
-1.1957	-1.4493	2.2084	-1.4174	-2.9487
-1.3609	-3.3422	0.8648	1.9631	0.5317
0.5048	0.3900	-1.7863	1.6492	-0.3690
1.7365	2.8380	-1.9610	-0.8140	2.4591
-0.8714	-0.2369	2.1541	-2.9732	-1.6948
-1.0814	-4.0635	-0.7057	3.8792	2.3335
-1.9219	-0.6131	1.8817	-1.3237	0.1008
-1.9073	-2.5997	-0.0810	1.1079	1.8855
-1.1983	-0.4903	-0.3397	-1.0531	1.3812
2.1195	2.3139	-0.8949	-1.9315	0.8561
1.4226	1.4710	-1.1227	-2.1542	-0.2282
-1.9427	1.9834	1.5451	-1.5036	-1.2113
0.7574	2.1400	-2.5748	0.0288	-0.4809
-3.0400	-6.1306	2.6226	3.8757	0.9669
-1.8493	-3.7135	0.3146	3.0835	1.0320
-0.8479	-1.4551	-0.4937	2.9609	0.2684
-0.1102	0.5433	-0.2182	1.1421	-0.0804
-0.4771	-1.9180	0.2938	3.3237	1.0460
0.0260	-1.4162	-1.4455	3.6264	3.1156
-0.8268	-2.1122	-1.1603	2.5627	1.2084
-1.0664	-1.6258	-1.5504	2.5418	-2.4138
1.4197	-0.6905	-0.4784	0.6610	-0.6909
-1.5021	-1.8876	1.6535	-0.7925	-3.1149
-0.3707	2.4410	0.8689	-3.1933	1.2440
-1.8382	-0.3347	0.8783	0.2043	0.6739
-0.2567	1.5630	0.0524	-1.6604	1.0832
1.2553	-0.0704	-0.9027	3.2133	2.5740
0.9415	0.6888	-2.0198	1.5367	-0.5012
0.1351	-1.5593	0.7336	2.7634	2.9920
0.7426	-2.4837	0.0858	3.5541	2.7095
1.6975	-0.1812	-0.5488	0.3972	-0.0204
-0.1615	-0.2108	0.5078	-0.2525	4.5621
-2.0262	-3.3561	1.2764	1.1149	0.5727
-0.6329	-3.1781	-1.2832	3.2739	2.7019
1.1700	0.0459	-1.3415	-0.0230	0.2691
0.4843	0.9891	0.4940	-2.1749	0.4419
-1.1682	-0.0672	-1.1357	-0.6381	-0.9680
-0.0777	-1.1750	0.2876	2.2528	3.1788
-1.9229	-2.3170	1.7353	1.3690	0.7291
-0.5257	-1.7092	-1.6597	2.6585	1.1261
0.3221	-0.8352	1.1218	0.6743	1.2292
2.8869	0.9261	-3.7578	2.2982	2.7546
-0.7547	-1.2466	0.4404	0.5390	0.9635
-2.2979	-3.6892	3.6198	-2.0431	-0.8189
-1.0001	-4.1632	0.3410	3.4149	4.5089
0.5248	0.1026	0.7706	-1.4377	1.3569
-0.1088	0.9832	-0.4895	-1.5023	0.2433
3.0454	2.1285	-1.0541	-1.2425	-3.6818
0.8674	-0.5649	-2.7477	3.7668	0.6793
-0.3626	0.7530	-0.2169	-1.3510	-1.9658
0.1737	2.6133	-0.8722	-1.8075	-1.4182
1.3685	1.8417	1.0763	-3.1809	1.0517
-0.3344	-0.0025	-0.2162	0.7032	-0.3445
-0.0412	4.4439	-0.3863	-4.0786	0.1209
0.3592	-1.2347	-0.5874	2.9888	0.7398
-1.9156	-2.5109	-0.8585	4.1041	4.4903
-0.7889	-2.9724	2.5319	-1.5494	0.0185
0.3473	-0.5411	-0.6177	2.8734	0.9779
-0.8553	-1.3234	3.3608	-3.5303	0.1713
