X2	X3	X4	X1	X5	X6
0.9447	-0.2076	-0.5880	-1.6996	-0.5668	3.5129
-2.6739	-4.6434	-1.4406	-3.8281	-5.3704	-2.2943
1.9863	2.7534	-0.9087	2.1867	3.9211	2.0738
-0.4348	0.0253	0.1933	0.6496	-2.1738	-4.7134
0.8509	-1.0083	-1.9260	-1.1986	-0.3516	-1.7380
-0.8734	-0.4794	-0.0728	-1.5248	1.0595	4.3515
-1.5308	-5.6803	-2.4329	-6.6483	-5.2334	2.0585
0.5964	0.8543	-0.5191	-0.1294	1.4272	2.2994
2.5190	6.5913	2.9521	9.5819	5.7116	-1.0104
-0.0263	-1.1385	0.0993	-0.1167	-3.3108	-5.4653
1.8132	-0.7144	-2.1030	0.4365	-3.2391	-4.9800
0.5117	2.9817	1.2539	4.0372	4.0260	1.9901
1.4362	1.3758	-0.9738	4.4832	-0.2518	-6.9888
0.9257	1.8252	0.8017	2.7665	-0.2934	-5.4837
-1.3903	-1.1439	0.5703	-2.5139	0.1400	2.0752
0.3352	-1.9448	-1.0822	-1.6558	-1.0020	1.7090
0.1131	4.8369	2.2434	4.5539	4.5950	-0.0073
-3.5013	-4.6574	-1.2583	-3.9707	-3.6445	-1.1163
0.0178	-1.7597	0.4098	-0.3339	-2.4520	-5.4818
-1.1150	1.2514	1.4753	0.8079	3.8369	5.5870
2.0194	0.9113	-0.7748	2.4013	0.7929	0.6936
1.8989	2.8419	-0.9590	5.7381	1.1481	-6.7810
2.9541	3.9256	0.3063	2.8217	0.9978	1.1221
4.5228	5.3703	0.2725	4.5728	0.0377	-2.6977
-0.2800	-1.5963	-0.8669	-1.7272	-1.8622	-1.4577
1.7616	2.4168	0.9545	0.6519	5.0096	9.1315
-0.4017	-0.8711	0.1929	-2.8778	-1.4659	1.4836
0.0516	-0.8131	0.1709	0.1812	-2.6660	-2.6792
1.6084	1.1873	-0.5439	0.2219	-2.7965	-5.9225
2.8721	5.0414	0.7408	7.0194	4.8679	-0.4013
-2.0358	-1.5198	0.8506	-2.8187	1.7317	8.1496
-2.8425	-1.8740	1.6819	-2.5213	0.9234	5.6511
-2.0706	-4.6090	-0.4874	-4.9018	-3.9329	-0.4348
-0.7570	0.1754	0.0846	-0.3217	-2.0431	-2.1585
-0.3424	-2.2512	-1.2399	-2.3866	-1.2779	2.7431
-1.2138	-3.2242	-0.9229	-5.1597	0.3910	10.8873
-0.1494	-0.3722	-1.1615	1.1324	-4.0085	-8.1593
-1.2363	-1.9589	-0.7633	-1.6726	-0.2423	3.0054
0.7621	2.9915	-0.3090	-0.7253	5.8059	10.7889
-2.7755	-1.3458	-0.2793	-1.8131	-0.4702	2.4391
0.1058	0.4686	-0.0392	-1.4239	0.4745	3.0737
1.0161	-1.2929	-1.0309	0.2508	-0.1844	-2.3375
-2.6267	-1.6671	-0.1304	-2.1770	-0.6256	-1.2632
-1.2808	0.3405	1.4151	3.1584	-0.6606	-6.1927
-1.0160	1.6754	0.5054	2.4653	0.5809	-3.2633
-0.0625	-0.9133	-0.1135	-1.0270	-0.6339	1.3041
0.3166	0.6602	-0.2784	1.7928	1.3032	-0.6451
2.8426	1.7810	-1.0807	-0.8821	-1.1350	-0.3789
-0.9251	-2.1529	-0.3526	-4.3017	-0.0468	6.9103
1.7171	4.6108	1.3833	3.8204	3.5486	-1.3317
-0.3562	-0.6706	0.0092	0.2443	-0.2051	0.5263
2.2992	1.4964	1.4368	2.0081	-0.2500	-0.7903
4.8558	4.9152	-1.8216	5.0965	4.6368	0.9794
0.3855	2.7316	1.8251	3.4100	1.2832	-1.4093
-0.8129	-1.4451	-1.1512	-2.7796	-0.3560	5.4797
-3.2539	-1.7346	1.9298	-1.8812	-1.4734	1.1428
0.1763	-0.9946	-1.3595	-0.0536	0.7826	3.5042
-0.8377	-1.8722	-0.0892	-0.8786	-1.5171	-1.7873
-0.6258	0.1136	0.4203	0.6943	-2.2435	-5.3764
1.4544	-1.1914	-1.5866	-0.6330	-5.0003	-5.5338
-2.0987	-5.1709	-0.8660	-5.0313	-5.5542	0.5607
1.5596	2.2489	0.4844	4.4956	1.4073	-2.8961
1.2491	3.5534	1.2422	4.0186	1.2777	-1.5312
0.3129	-0.4813	0.5060	1.1955	0.0633	-2.1247
-3.8268	-2.8711	1.6464	-1.3750	3.1120	5.4983
0.0866	2.5007	1.5263	2.3662	3.5023	0.1924
-0.8233	-2.7607	-0.7739	-3.6148	-1.7682	1.3158
2.7435	4.4056	-0.5289	4.1432	2.1931	-3.7664
-0.3160	-0.5179	0.0118	-0.4528	-0.8820	-4.5664
0.9114	-0.6089	-0.0086	-1.5691	-0.9395	1.6099
2.0557	2.5776	0.1326	3.9320	0.5729	-1.2079
-1.6390	-1.8299	0.2610	-4.4119	-3.8617	-0.7241
-2.3829	-4.7295	-1.0565	-5.6136	-0.1690	6.7011
0.2229	-3.7704	-2.4852	-5.2980	-1.7516	3.8398
-1.2830	-0.5338	0.1944	-1.2569	1.3391	4.0102
-1.7842	-3.1878	-0.9268	-5.1222	-1.6853	1.5841
3.1170	4.6709	1.2263	4.7825	5.0745	3.5563
-1.8491	-0.3657	0.8999	-0.8812	-2.2393	-3.7687
-1.6572	-0.8249	0.7598	-1.4688	-1.3660	1.2751
-1.2446	0.4602	0.9912	0.4717	-1.5931	-3.3332
0.8887	0.1958	0.1738	1.0321	0.4129	0.0368
-1.0455	-1.6977	0.3073	-3.4090	-3.3197	-3.0340
-1.9238	-4.3442	-0.8194	-6.8779	-2.6687	4.9168
0.5209	1.4349	-0.4241	1.4443	-2.4613	-6.6384
-0.2748	1.5448	1.4992	2.5187	3.7753	2.2025
2.1774	5.5112	0.0603	7.8916	4.8670	-2.7821
0.0004	-0.2304	0.7229	-2.8939	-1.5776	4.5936
-1.7989	-3.9792	0.3973	-2.0797	-3.1134	-0.9249
0.1130	3.9293	1.9547	3.4304	3.3033	2.5916
-0.6513	-2.4837	-0.4752	-3.7428	-2.7391	-2.4452
-1.3499	-0.6429	-0.0009	-0.8866	0.2903	3.3378
-1.0948	-1.7179	-1.1288	-1.5938	0.9978	3.4633
1.7932	1.9666	1.0907	0.2135	2.6338	5.1485
-0.1621	0.9976	0.7225	2.2693	2.3250	0.3167
0.5443	-0.3623	-2.0344	-2.7834	-1.5837	5.6482
0.1736	1.4965	0.2452	4.8324	1.8333	-4.4054
0.4211	-3.0214	-2.6601	-1.1007	-3.1531	-2.6900
0.2013	0.2203	-0.1289	-0.3674	-0.2672	-1.7768
1.5382	2.4849	0.3681	2.3398	3.1418	4.1068
-1.0075	-3.8417	-1.5099	-5.1814	-6.8694	-3.1731
-1.4887	-4.9571	-1.0732	-2.4793	-3.5546	0.2077
-0.2629	-1.7906	-2.1779	-3.2078	-2.7081	1.0088
0.3504	-3.5004	-1.1620	-4.4021	-0.4592	5.5854
1.6269	-0.1648	-0.8415	1.8268	-0.0251	-3.4651
2.3902	0.7120	-1.1892	0.0422	0.6905	-0.6212
2.9896	6.9928	1.0697	6.6716	7.1565	2.1651
1.1563	0.4760	0.6219	0.4839	1.7840	2.4387
1.0163	2.7040	1.3185	-0.7819	-0.7596	0.1235
-1.1750	-3.9729	-1.2398	-4.2840	-5.5796	-3.1383
2.9306	5.0055	0.2059	6.7287	3.1427	-2.9949
-1.6676	1.5328	2.2111	2.5942	1.0886	-4.2276
4.3001	6.0003	1.0154	7.1100	6.1700	-1.2533
1.8663	4.2454	0.4006	7.3234	3.9234	-0.3655
1.4051	5.5755	1.6737	6.9304	3.1232	-3.9340
3.1646	5.1922	0.5256	4.2452	5.6635	5.3733
-0.7342	-0.4621	0.9753	-1.3238	1.9135	4.3740
-0.4457	-0.6519	-0.0646	-2.3401	-2.2781	-0.5065
-1.8691	-4.4770	-1.1649	-9.2240	-3.4008	4.2972
-1.9516	-4.3738	-0.5572	-5.2077	-3.8517	3.6970
1.7868	3.4690	0.8492	6.0474	4.8491	0.3910
0.2397	-1.8410	-1.3343	0.2890	1.6616	3.8243
1.4534	4.5418	0.4847	6.0416	4.9767	0.4152
-0.1995	3.6862	2.7212	1.4901	5.5419	6.4865
1.3322	0.6655	-0.8133	0.3576	4.4775	8.8713
0.7830	0.0408	-1.7172	-0.1440	-0.4946	0.2969
-1.4985	-1.2029	-0.1533	-0.7177	-2.3052	-4.2045
0.5986	-3.0198	-2.2220	-2.8996	-2.1741	0.2633
-1.1734	-2.8184	0.1033	-0.9081	-1.3351	-0.0957
1.3183	1.9023	-0.4167	6.9410	2.0235	-7.0362
-0.0352	-0.8623	-0.6689	0.6473	-2.2688	-6.3913
-1.3902	-2.7178	-0.1691	-3.8053	-0.2596	3.5959
-0.6406	-2.5911	-1.3149	-1.9824	-0.9712	-0.4393
-0.7708	-2.9457	-1.0373	-2.7941	-1.3891	-0.0835
-1.8523	-3.4481	-0.4730	-3.5455	-1.3582	2.9709
1.4012	1.1163	-0.1054	1.4795	-2.3724	-4.6190
3.5860	4.3645	-1.4915	3.6008	1.7378	-5.1083
-0.6624	-3.9623	-1.4555	-5.8060	-1.6628	6.4940
-1.4373	-0.2012	0.7500	-0.9495	-0.9367	-0.6488
-3.3416	-3.4117	-1.3199	-3.3190	-1.8722	-0.6125
0.2230	1.6291	-0.4362	4.0946	1.1320	-2.1858
-0.8267	-1.3871	0.7366	-2.9964	-1.8059	2.0294
-2.2565	-4.2345	-0.7008	-6.6148	-4.2977	5.0111
0.1460	1.0267	-0.2710	2.4939	2.7992	0.3296
1.8345	3.4757	0.4812	4.3668	3.1784	1.7937
2.9837	7.6842	1.5357	6.8581	7.8668	5.3749
-2.6217	-6.3129	-0.4585	-5.0657	-5.1819	-3.3555
-0.6127	1.4304	1.9501	1.6821	-0.4167	-3.2259
-0.9855	-2.1772	-0.5663	-2.6982	1.5527	6.4927
-0.9121	0.0145	1.4441	-2.3306	2.4731	8.1958
0.8804	2.6487	0.1276	2.4249	1.7514	-0.8206
0.7226	-0.9058	-1.9796	-0.8183	-0.4151	3.5532
0.3764	-1.1811	-0.5355	1.6162	-2.4521	-2.1852
1.1009	-1.2799	-0.7116	0.1992	-0.4754	-1.4128
-2.2654	-3.3677	0.3164	-4.7453	-3.4785	3.5107
-1.4554	-1.9672	-0.4440	-3.1194	-3.2466	-2.3317
-0.4484	0.8761	0.1397	0.6460	-0.3646	2.3731
2.2891	1.5157	-0.9584	0.1822	3.5245	2.8234
-3.8683	-6.3034	-1.3851	-7.7274	-6.4131	-1.0113
-0.3852	-0.8284	0.4041	1.4831	0.1584	-3.2923
1.2290	-0.2270	-1.2333	-0.0202	-0.6767	-1.1351
2.3110	0.3346	-1.2283	1.6504	-1.2259	-4.5576
-0.3341	-4.4011	-1.7055	-3.9361	-2.6592	-0.6096
-0.1126	-1.0518	-1.1492	-1.2937	-3.1502	-2.3197
-0.6120	1.0395	0.1392	0.7138	-0.0798	-0.2979
0.7634	-0.7975	-0.9507	-0.1585	-2.8006	-5.4403
-2.6680	-1.6792	1.1837	-0.4919	0.4864	2.8853
-0.1698	-2.0281	-1.7198	-1.3605	-0.4647	0.7706
-2.3786	-3.0106	-0.2714	-2.3270	-1.1649	-2.4074
-1.8334	0.6775	1.9166	-0.6968	-1.9266	-2.1859
-1.3764	-0.4956	-1.2272	2.8578	1.1800	-2.7067
0.5149	-1.3994	-1.2707	-0.5268	-2.7214	-3.2472
-0.4690	1.3515	0.9054	-0.1177	-1.0042	-0.9760
-0.7517	1.7544	2.0473	1.1122	-0.1892	-1.8095
-0.1638	1.7604	-0.2581	4.5911	5.0523	0.5083
-1.2294	-3.3275	-1.0405	-7.0374	-3.7696	2.6283
1.8404	1.8459	0.0743	0.7053	-0.4708	-3.0054
0.7508	1.1392	0.2149	1.9506	1.6702	0.2086
-0.7994	0.2737	1.4087	1.3131	2.9711	3.1340
2.9958	0.9521	-1.1673	-0.1131	-2.2747	-6.1360
-1.3296	-1.7682	-0.6806	0.0754	-2.8493	-5.0801
-2.6112	0.3045	1.5868	1.5984	2.5178	1.6041
1.1852	0.5672	-0.3577	1.8103	3.3677	1.8769
0.5313	-1.1688	0.5491	-3.2602	2.1377	6.4699
-0.0592	-1.7123	-1.3016	0.3767	0.4868	0.2919
1.2887	1.2650	0.5416	1.5571	2.5985	-0.3300
-2.3931	-1.2443	1.2754	-1.6356	-2.9327	-3.7011
0.3444	-0.0441	-0.9111	-0.1130	-0.6199	-1.6828
-0.9208	0.9217	1.3927	0.1659	0.5863	-0.1294
0.9519	1.6388	-0.1623	3.4783	1.5408	-2.5088
1.4036	1.4994	0.3589	1.1128	-0.2753	-1.8314
0.8091	-1.1510	-1.4092	-1.6437	-1.1861	2.1956
3.3758	4.3667	-0.6410	5.0371	3.7746	0.4611
-0.4779	-2.3427	0.1948	-3.1189	-2.3186	1.4667
-3.5110	-1.1720	0.9963	-3.6238	-0.6746	1.4033
0.1626	1.2851	-0.9257	-0.4779	3.6996	5.8122
1.1496	1.0462	0.1508	1.7645	-0.3147	-2.3811
-0.5867	-2.8149	-0.5738	-2.6158	-3.3419	-0.7467
-0.1895	1.5717	1.0803	1.3233	2.7277	1.9136
1.7981	5.1012	0.6779	8.0622	5.3498	-3.5290
-0.1148	0.4264	-0.9625	2.0710	0.1275	-3.7429
0.5336	-0.1775	-0.8290	-0.4134	-0.5764	2.0044
-0.3285	0.3608	0.4860	-0.0949	-1.7899	-4.0793
1.3286	1.8624	1.4665	1.7875	1.7978	1.4292
-2.6530	-3.9667	-0.0647	-5.0933	-4.7627	-1.5148
1.1686	1.9346	-0.1492	3.2879	2.1301	2.3380
1.2757	6.1501	2.4207	7.6820	2.0450	-4.6912
0.6470	2.4907	0.3575	1.4863	3.0746	4.8178
-0.3623	3.6847	2.0833	4.0837	3.8699	-0.7899
-0.0526	0.0445	1.7056	-0.1531	0.6643	2.1522
0.5599	-0.4773	-0.6719	-0.8895	1.2356	1.4244
0.3644	-3.3231	-1.7524	-4.4218	-1.8730	3.2366
1.1836	1.7906	1.1047	3.7115	2.4753	-0.8823
-0.2864	-1.0282	0.2590	-3.5896	-3.8426	0.2192
-1.8330	-3.6632	-0.2990	-4.2665	-5.8825	-2.7134
-1.5119	-1.4590	0.6128	-2.1214	-1.1066	-0.2321
-2.3579	-3.4514	-2.1416	-3.5936	-5.9162	-6.2070
0.4465	-0.8332	-0.4102	-3.7905	2.9149	9.3244
-0.1733	-2.4064	0.0435	-1.9000	-2.1738	0.0554
2.0601	3.3501	0.5249	4.8167	-0.9624	-5.6594
-1.0195	-1.1804	-0.2815	-1.5068	-2.9354	-1.1056
-1.6088	-3.6816	0.0717	-2.5099	-2.5504	0.6382
-4.1943	-2.9331	0.0026	-5.0221	0.0867	8.5623
-2.6116	-5.2962	0.6838	-6.5222	-3.9849	4.5907
0.1976	1.8967	-0.4696	-0.1402	-1.4990	-3.3680
0.8355	2.4391	0.8849	3.4969	1.8436	-3.5913
-3.0079	-4.4291	-0.3423	-3.3360	-2.6754	-1.5769
1.1493	3.5272	1.3935	3.2996	4.6792	2.7225
0.0029	0.3352	0.3383	-1.8699	1.0241	2.7452
1.9477	1.1528	-0.6033	0.4750	-0.9331	-1.5121
-1.4018	0.1737	-0.2662	-0.1178	-0.7491	-4.6608
3.2201	5.2057	0.8993	4.7462	2.9902	-1.4010
0.0989	-0.0827	-1.4525	1.4245	0.7151	0.4755
0.9918	0.7431	0.6112	3.0677	-0.0478	-3.2307
-3.3933	-2.8353	1.2266	-3.3219	-0.4474	3.2849
-1.7241	-3.6792	-1.4224	-3.4727	-1.9630	1.6832
2.5464	0.3903	-0.5943	2.4521	-0.3648	-3.3007
1.4831	1.3149	-0.5574	2.1965	3.1007	1.4034
-1.8311	-5.3347	-2.2203	-4.4661	-7.3227	-3.8157
0.2708	-3.0313	-2.3144	-3.1060	-2.4187	0.0865
1.9407	-0.4813	-1.0239	0.5896	-0.4013	0.7602
-0.2232	-1.5387	-0.7632	0.0215	-1.8269	-2.5475
-0.0833	-0.6529	0.7242	0.0359	-0.1370	3.6290
-1.6881	-0.9678	-0.0973	1.0455	-2.3924	-2.8566
-1.7776	0.5713	1.5699	0.1669	1.8732	3.9924
1.1989	1.7903	-1.1143	3.9298	1.1376	-4.5931
1.4242	3.5505	0.9670	4.1943	0.8662	-3.3267
3.8749	3.4501	-2.0368	3.0780	3.7546	2.9804
0.6166	2.5891	-0.3197	6.5151	1.1190	-4.6456
2.5165	4.3218	0.7025	4.3247	5.0477	0.7157
-1.7355	-0.9674	0.6336	-0.3326	-0.2953	-0.0725
-0.9965	-3.9878	-0.7424	-5.0180	-0.4304	3.8847
-2.4221	-3.4577	0.5565	-5.7532	-3.9391	-0.2808
1.0340	2.0413	0.8126	1.5456	0.3306	1.5932
1.7219	-0.7798	-1.0622	-3.8206	-1.3280	1.9326
-2.1005	-4.6078	-0.4550	-3.3309	-6.2478	-4.6916
1.0359	-0.3692	0.4229	0.2102	1.0692	3.0120
-1.1838	-1.3206	0.7648	-0.3745	-0.9815	-1.7650
-0.3218	1.7268	0.4811	3.5090	1.2856	-1.1513
-2.8132	-4.3173	-1.0290	-5.4654	-6.9913	-2.3759
0.3215	-0.3614	0.2955	-1.1191	0.0219	-1.6372
2.1191	2.9959	1.2307	3.7887	1.9344	-3.7211
-1.3722	-0.7124	-0.1533	2.4657	-2.1025	-7.5681
1.8902	4.5377	-0.8088	5.2679	3.0721	-1.2194
0.0991	1.9643	0.8495	1.5383	2.5831	2.8238
-1.3089	-2.3013	-0.7376	-3.0539	-3.8740	-1.7302
-1.2171	-2.4943	-0.4207	-3.3092	-2.2191	1.5396
-0.4610	-0.5956	-0.0092	-2.0960	-1.6931	0.5369
-0.4747	-2.8635	-1.9513	-3.0041	-3.0892	-0.7894
1.9140	4.1045	1.1674	5.9461	3.1666	-0.4681
-3.1826	-4.0230	-0.7026	-4.3993	-3.2977	-1.1714
2.3839	4.9687	-0.3362	9.1553	3.7547	-1.7789
-1.2344	0.6733	0.0622	2.4460	-1.4842	-5.3841
3.5022	4.0501	-0.2656	5.7131	4.3710	0.2340
4.3717	6.0000	0.7568	7.8089	5.9192	-1.3049
1.2007	1.6442	-0.9302	3.1648	-1.4188	-6.8565
1.7151	0.2709	-0.6063	-1.4904	-0.5402	1.6365
-0.2046	-3.2508	-1.4688	-0.3578	1.8626	2.3513
-0.0660	-0.2969	-1.4380	0.1466	-4.1768	-7.3307
1.9381	4.6329	1.8032	5.4565	3.5922	-1.4679
0.7412	0.1489	-1.0380	-0.1729	0.9216	4.6955
0.1697	0.7874	0.1228	-0.7181	1.6041	3.8912
0.3423	-0.4766	-0.1063	-2.4178	-0.3178	3.6138
0.3342	3.4070	1.8349	2.9145	4.1461	0.5232
0.3325	-1.9907	-1.7582	-3.9556	1.4005	6.2607
0.4892	-1.5646	-0.2686	-2.6075	-1.3960	2.2515
0.4744	-0.1758	-1.7541	-2.2941	-1.4625	0.4623
-1.3492	0.5916	2.5275	1.9047	0.3873	-1.3946
0.0333	-1.9600	-1.9022	-1.7421	1.4651	3.7009
-2.7128	-4.3599	-0.7557	-4.0958	-1.9103	2.2461
2.3221	2.0336	-0.5295	3.4651	3.3871	-0.7713
-1.7243	-0.2973	0.7560	-1.2335	-0.6719	-1.1708
-2.0840	-3.4348	0.0500	-6.3781	-1.6946	5.1626
-1.2933	-4.4728	-0.6817	-5.2140	-5.0329	-2.5282
-0.5303	0.6428	0.1758	-4.2886	3.5010	7.4191
-1.4138	-1.2314	-0.6774	-2.0469	-2.4301	0.4465
-0.2456	0.6659	0.5991	1.7047	-1.4274	-4.9256
-0.1140	-2.4109	-0.3450	-1.0694	-2.6020	-4.2774
-0.4644	-2.4598	-2.1142	-3.6154	-0.8242	0.3652
-0.9666	-2.1250	-1.4864	-1.4905	-1.6769	0.4828
-3.4903	-2.2086	0.9756	-1.2393	-2.1579	-2.5689
-0.5797	1.7029	1.7283	1.7859	0.3681	-0.2097
1.3163	2.1992	0.6607	2.3693	2.4908	2.5649
0.3025	-2.1306	-0.4798	-3.4199	0.0906	3.3777
1.3334	2.8181	1.0932	4.5749	1.6433	-4.6316
0.0340	-2.0525	-1.8778	-2.2169	-0.7297	0.7618
-0.5092	-1.0000	-0.2772	-0.8933	-3.6219	-4.5796
0.6983	1.9359	-0.3288	3.9441	1.2624	-5.3900
-2.1924	-2.4868	0.1713	-4.1098	-1.2184	1.1874
-3.4013	-2.2723	0.6276	-1.4282	-3.1454	-2.2099
0.9516	2.8716	0.1867	3.3315	1.8152	-0.4607
1.4750	2.2105	-0.5514	4.2020	0.9879	-2.8525
-2.9018	-2.2514	0.6514	-1.9332	-0.3162	2.8019
0.1993	0.8381	-0.7598	-0.2886	2.1526	3.1749
0.5428	-3.5131	-2.0781	-3.0580	-3.0803	-2.6941
4.7142	5.3056	-0.1716	4.9941	1.8497	-4.8329
0.5053	0.9930	0.2886	-1.1355	-1.9562	-0.2794
-0.8660	0.8328	-0.9543	4.2262	-0.3783	-7.0226
-1.2948	0.2284	1.6943	1.7223	-2.1966	-3.7997
0.1515	1.7653	0.9389	4.0711	1.9970	-1.4647
-3.2049	-1.2029	0.8561	0.2752	0.9807	2.0496
0.4477	1.1292	0.8920	1.4073	-0.8099	-2.4428
-2.5905	-0.4580	1.0017	0.6974	1.5546	4.6079
0.5875	-0.3750	-0.0285	1.8113	-0.2597	-2.0094
0.5708	1.2415	-0.2058	3.2494	0.5417	-4.2181
-0.9701	-1.9150	-0.7039	-1.4891	-2.6501	-3.4589
0.2231	-0.5092	-0.3253	-3.6135	-0.0818	5.0283
-2.6477	-3.2528	1.3165	-1.9330	-4.1017	-1.0771
-3.2570	-2.7992	-0.2128	-2.2094	-1.3263	1.1309
-0.2218	0.5488	0.8277	3.9965	-1.4197	-8.4614
-0.0658	0.3371	1.6045	-1.1102	1.5169	5.5445
0.7873	-1.9583	-1.0792	-2.6130	1.3297	6.0572
0.7611	-1.8637	-0.5764	-3.4432	-1.0123	3.0678
-0.8024	-2.1731	-0.2385	-3.9694	-4.4683	-0.9855
0.9019	0.0510	0.3198	0.7410	-0.5305	-0.3618
0.1446	-0.2143	0.9257	0.9645	-3.4454	-4.4469
-1.5632	-5.0829	-2.7827	-6.6086	-4.9624	3.6670
4.7274	7.7053	1.0665	9.1692	6.4036	-0.1213
2.4158	3.5947	0.1594	5.5331	3.7048	2.5292
-0.3322	0.2433	-0.1290	-0.9464	-1.1067	-3.3260
2.0531	4.3431	0.8187	7.9143	5.3338	-1.6191
3.5978	2.5196	-0.2679	1.0354	3.3559	5.0461
2.4660	1.7473	-2.6873	1.1089	1.9156	3.6202
1.4983	-0.1651	-1.9288	0.5461	-1.6334	-2.3690
1.6276	3.6512	-0.1787	5.5267	2.5996	-2.2223
-1.9763	0.2788	2.7098	1.9559	-0.3524	-4.2305
1.4610	2.7814	-0.3430	2.4935	1.6644	-2.6733
-0.6969	0.5934	-1.4802	0.8169	-3.6938	-9.2419
-1.3055	-2.7308	-2.3260	-1.6102	0.1370	1.9595
-3.1739	-3.7040	-0.8426	-4.6822	-2.3930	0.8811
-1.0111	0.9280	0.7392	0.9569	-0.5313	-5.7191
-2.3240	0.3561	1.2781	-1.6337	-0.7672	1.1164
2.3805	0.5180	-0.9440	5.0321	-0.1669	-5.0165
0.0861	1.1876	0.3385	0.7784	0.5382	-3.4272
0.8554	2.8091	1.3031	3.3398	3.4900	-0.3157
1.0881	0.1659	1.0089	0.3302	-0.3909	1.6835
2.2424	3.6633	1.3934	2.6182	1.9684	-1.1762
1.2326	-0.4495	-0.9882	0.7459	-0.4929	-1.0226
1.4393	0.0996	0.2470	-1.7189	-0.0184	4.6243
0.1582	-1.9967	-0.7400	-3.8265	-3.5070	-4.7332
1.9209	2.0374	0.6547	2.1179	0.1990	-2.9583
0.0773	-2.0424	-0.8189	-1.0997	3.0803	5.1197
0.3556	1.8162	1.4557	2.5123	-0.5182	-4.7520
1.6588	6.5184	2.4075	5.8076	4.6668	-1.7601
0.5077	-0.8713	-0.2113	-3.9750	-0.0259	2.1612
3.3420	3.2884	-1.5351	5.0023	1.9947	-3.2544
-0.4591	-4.5118	-1.1330	-5.7590	-3.6140	1.8912
1.8115	4.1434	1.8246	6.2974	5.5147	-1.0966
-1.7745	-0.0758	0.9196	-2.9487	0.6811	5.6335
-2.1258	-1.5096	-0.1212	-3.0575	-1.8029	1.5919
-0.7738	2.4047	1.7928	6.5031	1.1178	-8.3882
-0.4520	-0.9007	-0.3016	0.4384	-1.7723	-2.7605
-1.9333	-4.1914	0.2096	-2.9557	-1.5444	0.5987
0.4775	3.4484	1.5873	1.1470	1.9938	-0.7426
0.4296	1.2530	-0.2188	1.1216	1.5196	2.6780
-0.6631	-2.9595	-1.3463	-4.9046	-1.3503	5.1259
-1.2719	-3.3842	-0.8788	-4.0668	-2.5224	2.0585
-0.2939	0.8575	0.5155	1.2717	0.3845	-0.1776
1.5764	0.9272	-0.4351	3.4656	3.1890	-0.6563
-1.5590	-2.0831	-0.3093	-2.8437	-2.4921	-0.7473
0.8515	0.6598	-1.0140	-0.8621	-2.8503	-2.0604
1.3107	3.1106	0.2349	2.8665	0.3151	-4.3917
-0.2280	-0.9579	0.1205	-3.2912	1.3549	4.5638
1.6225	-0.6806	-1.7708	0.8638	-0.7378	-1.1423
0.6292	1.4806	0.8051	3.3395	0.0101	-4.5987
-2.6855	-2.9056	-1.4779	-3.8070	0.9150	3.4546
-3.1685	-3.1104	0.7239	-3.6093	-1.2981	0.2528
-0.5698	-0.2202	-0.2574	0.1700	4.4838	5.1031
-0.5389	-2.0760	-1.0851	0.2517	-1.7012	-0.1607
0.4743	0.2601	-0.6081	-0.3397	3.8864	10.0173
0.7649	0.9989	0.4826	0.7389	2.2651	2.8500
-1.2225	1.2326	1.2956	-0.8799	1.3939	2.4067
1.3417	1.4326	-0.1372	2.4725	1.5887	0.1148
0.4196	-2.0404	-1.5701	0.6043	-2.1209	-4.1817
-0.3386	-0.6737	-0.7376	-1.1415	1.0815	5.3112
-2.6621	-4.4535	-1.6165	-7.8568	-1.5797	8.1449
-0.3437	-3.7942	-2.0366	-3.7066	-2.1204	1.5358
-3.0799	-1.8074	1.2346	-2.8310	-4.0761	0.0274
-4.4425	-6.0549	-0.7141	-6.3722	-5.1250	-0.7261
-0.8000	-1.7875	0.4675	-3.0248	-3.1200	-3.7563
-0.9365	0.6862	0.2795	-1.7108	-3.0787	-0.3360
-1.2897	-2.8890	0.5580	-3.0330	-1.7329	-0.1857
0.8104	1.4921	0.7612	2.1482	0.1678	-5.1571
-0.8350	-0.9663	-0.2244	-1.8403	-2.0651	-0.7960
0.4514	-0.3966	-2.3209	-1.8146	-1.7544	-0.7918
2.8321	3.7290	0.1763	3.2239	2.1093	1.2991
-0.1568	-2.0323	-1.9387	-0.4429	-1.1235	-2.2416
-2.1222	-5.1633	-2.2774	-3.8087	-5.2746	-4.5646
-0.1141	-3.3426	-0.9171	-4.5931	-1.5963	4.0483
-1.0235	-2.4713	-0.2734	-3.0201	-2.1750	0.3434
0.3105	-0.0454	0.1694	-1.3942	2.3187	3.5538
-4.3622	-6.1657	-1.1143	-4.1438	-5.8004	-2.2057
0.4154	1.0461	0.2440	2.3283	-0.9813	-1.9778
-3.2881	-2.4322	-0.3571	-4.9446	-4.3892	-2.9705
0.9140	2.3241	0.6989	1.7640	3.3118	3.3544
-1.6564	-0.4603	-0.0283	-2.0804	-1.6183	0.2558
-1.4392	-2.5838	-1.7656	-5.8401	-1.9673	-0.3333
0.1750	-0.3995	-1.3233	-1.4057	0.0927	3.4236
0.6273	-1.9000	-0.6050	-2.1814	-0.5264	3.3533
0.4382	1.2798	0.3612	1.6673	-0.2454	-2.4405
-0.8113	0.8897	1.0160	1.7778	-0.6536	-4.7531
2.0769	2.8689	-1.4804	5.7846	1.1180	-6.6347
