X1	X2	X3	X4	X5	X6	X7	X8	X9	X10
0.2789	1.0116	-0.8807	0.1249	-1.5288	0.4570	1.4249	-0.7926	0.2994	-1.0631
-0.2029	-1.7522	3.6933	0.6272	0.1879	-2.1375	-0.0649	-1.0474	-0.7969	0.3959
-1.1171	-2.5245	0.0219	0.8611	0.1734	-0.6351	0.3552	1.3445	1.2275	0.8380
-0.2766	-1.8535	0.4949	-1.9296	-3.2527	-0.6212	2.9664	1.6198	1.4580	0.9623
-1.5312	-4.0538	-0.1965	-0.1044	1.6030	-3.7785	-1.1643	3.1195	1.1501	3.6260
0.1755	0.3987	1.9385	-1.4066	-1.8473	-0.6948	1.0258	1.1037	0.4223	1.0706
2.8045	3.9381	-2.6247	0.6665	-1.1630	-0.8871	-1.3727	0.2113	-0.6179	-0.5734
1.4412	0.4866	-1.1599	1.6837	1.2376	-0.8612	0.2555	1.5036	-0.8176	0.5610
-1.1070	-2.2998	0.2110	-1.7290	-1.0876	-0.8012	-0.0869	-1.3966	0.3284	-1.1174
2.8978	3.0934	1.3634	0.1363	-2.0454	-1.4923	-1.7451	-2.9157	3.3134	1.0418
-0.1291	-0.8531	-1.8967	-0.7386	0.6525	-0.3892	-1.1035	-1.0482	-0.7474	1.7729
-1.0283	-1.7362	-1.1487	-0.6412	0.5653	0.5480	0.8141	0.2001	-1.9106	0.2930
1.2552	1.2569	0.8882	0.6047	3.4323	-0.7752	1.7749	-1.7948	-1.7494	0.1732
0.3529	-0.9587	0.0402	0.8096	-3.5327	-0.6455	0.3229	-0.9438	-4.1254	3.6586
-0.4488	-2.1869	-0.0567	1.0111	-1.6397	-1.9587	1.2264	-0.5974	-0.8638	-0.5320
0.9989	0.7057	0.8976	-1.6130	-2.7663	3.4339	1.8060	-0.7960	-1.3590	1.7569
-0.9748	-2.9764	0.4364	0.3047	0.9081	-0.6510	-0.8547	-0.1042	0.3261	0.0343
-1.7043	-1.5189	0.4233	0.0266	0.9838	-0.3429	-1.3641	-1.2185	-0.2119	-0.3523
0.7761	1.3657	-0.5042	-0.3833	1.0907	-0.0439	0.1891	-1.7653	3.5571	0.2520
1.1937	1.9294	-1.4222	0.0833	1.6704	-0.6880	-1.1457	2.0872	-0.0524	-0.6702
0.0239	0.8078	1.7888	-1.1595	0.9600	1.6275	0.5209	-1.2450	-0.9491	0.3398
-1.1049	-0.9187	0.0048	-0.5356	-0.6894	1.2894	0.3934	0.9635	3.0823	0.4975
-1.3236	-2.7353	0.9746	-0.0470	0.1513	0.5374	-1.4151	0.5684	1.0476	0.0980
-0.9064	-0.9921	-0.7442	-1.2171	0.7761	2.5345	-0.0438	-0.5085	-2.1457	-0.6936
1.3670	2.3475	2.0451	-0.6720	-0.9220	1.0481	-1.2996	1.2073	2.6995	-0.6773
0.6602	0.0157	2.0223	0.3763	1.9957	0.9845	-0.7311	0.8864	0.3321	-1.6325
1.1454	1.1533	-0.4530	0.9402	0.9112	-0.7833	0.4695	1.1499	-0.6915	-0.7942
0.4946	2.6381	0.7332	-0.4469	-1.0922	-0.3695	0.1949	-1.8942	-0.5043	0.3756
-2.7727	-4.2982	3.0404	-1.3802	0.4373	0.0598	0.0278	0.5872	0.4861	1.4622
-0.8779	-1.1796	-2.5331	1.3178	-2.6554	1.2895	-1.1959	-1.1941	-1.3080	0.8822
-0.1358	2.4321	1.3832	-0.3303	0.2875	2.5488	-0.9923	0.1736	-1.5598	1.1700
-1.1444	-2.2953	-0.1173	1.1076	1.4392	-0.0743	-1.3558	0.6601	-1.4963	-0.4916
1.8492	1.1951	-2.5404	0.3397	1.2475	-2.8953	-0.4178	-1.5762	-0.1641	1.7078
-2.3515	-4.3418	-0.4601	0.1210	-2.4515	0.6171	1.7802	-0.7893	-0.5838	2.5596
2.3727	5.9756	-0.4440	-0.0252	-0.2900	1.3351	-0.3332	-0.9614	0.3082	-0.8448
1.0618	1.2595	-1.7758	-0.9259	0.8440	2.7047	0.2780	0.8543	-1.9835	-0.0255
3.3306	3.3906	-0.1471	-0.1289	0.8664	-0.0029	-0.1983	0.0180	0.8851	0.4082
-1.3583	-2.2178	-0.2597	-0.0585	-1.3815	-1.1247	0.1041	-1.1848	0.6827	-1.1579
-2.1998	-3.7032	1.3507	0.9913	0.5793	-0.8224	0.4920	0.6872	2.7714	-0.0925
-2.6678	-5.8156	-1.0320	-1.8540	-0.3154	1.5995	0.1321	-1.5831	1.0973	-1.8226
1.8891	3.0831	-2.5434	0.6363	0.4886	-0.6645	-0.0577	-1.3279	-0.7214	-1.1488
-1.9192	-4.1109	0.4075	-0.6703	1.2981	-2.1712	-1.0989	-0.1315	0.0973	0.7530
-0.5860	-0.4226	-1.1590	0.5784	-1.1839	-0.8611	1.4945	0.3300	-0.8690	1.6586
-1.0287	-1.3019	0.9643	1.5516	-0.7458	-0.2570	2.1433	-1.8612	0.4723	-0.4582
-2.6903	-3.5943	0.6472	-0.8665	1.2871	-1.6568	0.7229	1.5541	1.0954	0.3792
-1.2928	-2.3731	-0.0526	1.5062	0.1650	-0.1212	-1.5511	0.7163	1.5067	-0.9692
-0.4318	-1.0763	-0.8372	-0.0312	-1.9266	-0.2152	0.4587	1.2456	-3.5173	0.0019
2.7524	5.9011	0.8924	-1.2679	-0.8745	1.3585	0.9770	-2.0076	0.2506	0.8966
-4.3042	-7.6416	0.5073	0.0631	1.7718	-4.8265	-0.3978	-0.5695	1.2424	0.1278
0.9780	1.8848	-2.0952	-2.1394	2.3213	-0.5540	-0.4116	-1.3036	0.9656	1.2522
-2.6339	-2.6799	-1.7459	-0.8761	0.2169	-1.4741	-0.7497	0.4515	3.5968	-0.0177
-1.5011	-2.5081	-0.5171	-0.7044	-1.9579	0.0465	-1.1492	0.1950	0.8664	0.6939
1.8259	1.6944	-2.1503	-0.8625	-0.7071	0.4943	-2.1937	-0.1563	-0.6728	-1.2160
-0.2179	0.5915	-0.5389	0.9621	-1.4371	-2.3625	0.1549	1.0949	-0.6089	-2.0040
1.5198	1.6548	1.2869	-2.4629	0.9972	-0.9159	1.3105	1.3201	-0.9830	-1.6971
1.2159	0.7412	1.0112	1.4500	-1.0200	0.7395	0.8398	-0.1456	0.8784	1.8499
-2.4900	-4.4762	0.1126	0.5645	2.5645	0.4749	0.3453	-0.3279	-0.0818	1.6169
0.4063	-0.3423	-2.3678	0.6877	-1.9567	1.2767	-1.3922	-0.1034	0.9629	-0.8891
-1.3200	-0.0935	-0.1292	0.1845	3.5603	1.9598	0.1522	-1.3224	2.6666	0.6025
0.6098	1.1618	-0.4454	0.8208	-0.7908	1.4282	-0.8041	0.4004	2.2241	-1.5144
0.7128	1.6293	2.3281	0.8759	2.0554	0.3690	0.0915	-1.5801	0.5839	0.6412
-0.3161	1.3222	-1.5475	-0.0920	0.9179	-1.6572	-0.3923	0.5393	-1.2380	-1.1123
1.8815	3.5435	3.1957	-1.0233	3.0847	-1.3993	1.5740	1.3664	0.5370	0.1712
0.9182	1.8727	0.4883	-0.6298	-1.9112	-0.6071	-0.5295	-1.4025	1.5292	0.4120
2.3909	3.6784	-0.8580	0.8886	1.3185	-2.4903	0.3106	-0.7847	0.6826	1.3874
2.2966	5.4341	-0.7820	-1.2269	-1.1907	3.4056	-0.6447	-0.2284	-1.2045	-4.0263
0.5831	-0.3349	-0.2953	1.9464	-0.3617	-1.5857	0.0513	-0.8821	1.8785	1.9897
0.6425	-0.6525	1.2252	-0.7790	0.6071	-1.5840	-0.5059	-0.5382	-1.4053	-3.1161
0.9381	0.2987	-2.3680	0.3159	0.9504	1.3332	0.4701	-0.9163	1.3541	0.9445
2.3365	3.8431	0.5045	1.4739	-0.4028	-0.4782	-1.6321	-2.2367	-0.5023	-1.2437
-0.6686	0.3795	-2.0555	0.0693	-0.4714	-0.5159	0.8148	-0.3888	-1.1330	-0.2952
-0.9317	-1.6888	-0.8011	1.3491	-0.5918	0.5409	-1.0924	0.1456	1.3946	0.3338
-1.7605	-1.8509	-0.9568	-2.0084	-2.2807	-0.1478	-0.8584	-0.1134	1.9453	-0.3352
-2.2146	-2.0578	2.0953	1.6986	1.2256	-1.9820	-0.8182	-2.1516	-4.7941	-1.6811
0.1698	1.6636	-1.6064	-0.3742	-1.5663	-1.6817	-0.5855	-1.8113	0.4812	-1.5373
0.8909	1.3880	-0.5033	2.2674	1.9216	1.1512	-0.5491	0.9809	-0.3476	0.0499
0.7873	1.7150	2.3997	1.5588	2.0510	-0.3427	-0.8434	-1.2687	1.4178	-0.7396
1.3232	3.5978	-1.0344	0.5727	-1.6780	0.6600	-0.5260	-1.9562	-2.0850	0.8014
0.4791	2.1973	-0.7316	-1.0960	0.8944	-1.0978	-1.7263	1.6639	2.0423	0.9158
2.7237	5.5094	0.6363	-1.0789	2.3622	0.3110	-1.0145	-0.6030	-1.4832	0.6050
3.1383	4.5391	-2.6399	0.7702	0.2735	1.6019	-0.0601	1.0744	-0.3927	-0.0511
0.6154	1.1692	-2.6505	-0.7078	1.6660	-1.1522	0.2468	-0.1844	-1.1699	1.3274
-3.0182	-5.6122	0.4728	-0.6070	-0.4283	-0.9905	-0.3265	1.2169	0.4116	-0.9423
0.7661	1.1392	0.0426	0.2163	-2.0124	-0.8052	0.4735	0.2959	1.6179	0.7829
1.5888	1.2221	-2.1197	-0.8212	1.3325	-0.1474	-0.0558	-0.2507	3.0587	0.0434
-2.2297	-2.6885	2.5219	-1.4030	-0.0723	-0.0770	-0.7846	0.5071	2.7783	-1.1518
-3.5881	-7.0800	-0.7878	-2.0560	-0.8432	1.3909	0.1308	0.1240	0.7041	0.0046
0.2374	-0.5053	0.7252	0.1474	0.0413	0.4958	-0.1497	-0.3304	-0.6314	1.9492
-1.2614	-1.0968	2.1219	-1.8028	-2.1694	0.4293	-0.5809	-0.9593	1.7574	-0.8948
3.3778	3.1859	-3.7560	1.0287	0.5538	-0.2512	-0.1309	1.8487	1.8354	-1.5560
-0.6407	0.2448	-2.7107	1.2977	-0.0533	-0.5417	1.4488	-0.2980	-1.5632	-0.4536
-0.5806	-0.3608	-0.0039	-1.2577	2.3464	2.9455	2.6370	0.6009	0.3141	1.8281
-1.4116	-2.2094	-0.7677	-1.0351	-0.4822	0.1439	-0.0891	0.2752	0.2805	0.3133
1.2385	1.5861	-1.0777	0.1326	1.2595	-1.3733	-1.5016	-0.7701	0.2455	0.3983
0.4111	-0.4127	2.3134	-0.2099	-0.1576	0.4887	-0.2212	-0.6208	0.3903	-0.2787
-1.9240	-2.6424	0.3083	0.8863	-1.4325	-0.5340	-0.7411	1.3671	-0.2814	0.4054
1.3423	3.1567	-0.7966	0.5994	0.6449	0.7358	0.0848	-0.2693	0.7065	0.7796
0.4184	0.0193	1.8411	0.4913	-0.8853	0.0616	0.3665	-0.6807	0.7606	1.3195
-0.3926	-1.6640	-0.4288	-0.6296	0.3894	-1.8072	-0.7514	-0.1225	0.5615	1.4264
-0.6618	-2.5184	-0.2629	0.2864	2.6008	0.5646	0.6641	0.4340	1.8091	-0.4803
1.1454	3.6848	-1.1394	0.4146	1.1672	-1.2498	-0.2176	-1.6231	-2.6636	2.2299
2.8261	4.1221	0.1716	-1.6790	-1.8984	-3.7978	0.6419	-2.6869	-2.1973	0.2439
3.3327	3.5039	1.7885	1.0002	-0.9056	1.1821	2.4793	-0.2185	0.8476	2.1418
0.1382	-0.6825	2.7352	1.7403	0.5186	0.1240	-1.1309	-0.8257	1.4791	-0.5622
-3.7790	-5.4842	-1.5832	0.8446	1.2213	-0.5045	0.5514	-1.5699	0.1220	-0.3941
0.4708	1.2718	1.3224	0.0983	0.8701	1.7440	-0.7184	0.5839	-1.3600	-0.6741
0.3329	1.8460	1.0315	-1.1350	-2.4561	-0.5159	0.9132	0.2886	-1.1186	-0.8527
-2.3322	-2.7500	1.2400	-1.0118	0.9256	1.1438	1.4929	-1.4244	1.2806	0.5864
-0.9617	-0.0039	0.5226	1.1533	-1.6075	0.1908	-0.7550	-0.5719	1.2787	0.0566
3.2031	3.9793	-1.2070	0.6390	2.0386	-0.9029	1.0332	-1.1818	4.0639	-1.6714
2.4016	2.9473	0.3711	-1.3441	-0.4939	-0.0143	0.3419	0.7186	-0.0532	-1.7794
-0.7158	-0.7266	0.3388	1.1640	-0.5782	-2.2713	1.1861	-0.3255	0.4723	-3.3479
-1.1560	-1.6226	0.4262	0.1821	-0.5629	3.2562	0.8796	0.5437	0.0109	0.4304
2.0699	3.3842	0.8557	1.1591	-1.6465	-3.9684	1.0861	0.7452	-0.5061	0.7699
1.7994	2.1349	2.3470	-1.3569	0.9473	-2.6924	-0.5070	1.1095	0.6727	-0.0650
0.0646	-0.2367	1.3988	0.7335	-0.8610	0.5971	-1.2515	0.9756	-0.9189	0.1895
0.6587	1.4812	-1.6012	1.2030	0.2674	0.0156	-1.5853	-0.6102	-0.1900	-4.0533
-1.5263	-1.0648	1.6696	-0.9533	1.2643	1.4424	0.8161	-1.1814	-2.1185	2.6189
-2.1166	-4.8482	-1.7465	-1.2864	-0.8471	-1.1020	-0.1319	-0.3045	3.7410	-2.7090
-2.4347	-4.0987	-3.1732	-0.1607	1.2343	1.2933	2.0173	-0.8357	-2.5903	-0.4330
1.5556	1.2194	-1.4371	0.2118	2.6107	-1.6942	-0.1451	-1.6632	-1.2925	0.6113
-1.2874	-3.1331	2.1011	-1.3043	0.5173	-0.6563	-0.1515	-0.6038	2.6069	-1.7180
0.6619	1.6817	-2.0759	1.8509	0.7129	1.2791	-0.1927	-0.0202	2.0329	4.7140
0.4977	-0.3507	-3.5700	0.8196	0.1008	0.5607	0.0091	0.4095	3.2037	1.1089
1.3642	3.0155	0.2259	-1.2728	-0.5443	-0.8495	-2.1086	-0.3310	2.2449	1.7612
-0.4071	-2.3214	-1.8840	-1.1759	-1.7764	-2.1866	0.7442	0.1793	-1.3671	-0.4175
-1.6996	-2.9853	2.3283	-1.5139	-1.1193	-0.9797	-1.4482	0.2333	-1.0687	-0.2188
1.6123	1.6693	0.7430	-0.6663	-0.1100	-0.2675	0.5767	-1.2513	2.5584	-0.6395
-2.9361	-4.2006	-1.0146	-1.3900	2.0650	-1.0192	0.7465	-0.3192	-0.0688	1.4993
3.8839	7.7702	-0.3035	-2.3141	-1.7699	-2.4911	-0.9222	0.5455	1.7973	-0.5299
-0.5143	-0.8139	1.1267	0.9903	-0.0005	-1.3824	-0.1497	1.3135	0.0512	0.1107
1.5792	2.2218	2.6762	-0.6549	0.6086	0.3535	-1.0917	-0.6138	-0.1343	0.0998
-0.1187	-0.9340	1.1607	0.8224	-1.3661	2.3841	-0.9987	-1.6779	-1.2814	-0.6770
-2.2527	-4.0156	0.3955	-0.8197	-0.3373	-0.4945	-0.7038	0.4097	-0.5617	-0.9664
-0.4215	-0.7363	-2.8319	-0.6869	0.9977	-1.3245	-0.5665	-0.1247	-1.9884	-1.2440
0.3302	1.3492	-2.1275	0.8071	0.6927	-2.4760	0.6225	0.9042	-2.0508	-0.5460
2.0339	2.1578	-1.4927	1.5550	1.3931	0.0482	0.9753	1.0517	-0.5579	2.1007
-0.4842	-1.0020	-2.0529	0.9473	0.4996	1.6662	1.2000	-0.9490	1.9376	2.2494
0.9720	0.9092	2.3693	-1.1939	0.7876	-0.0324	-0.2071	2.6114	1.2907	-1.3464
-2.1167	-2.8623	-1.1861	0.8422	2.3135	0.8149	-0.3387	-1.1594	0.7429	0.8987
-1.5179	-1.4315	0.0338	-1.0324	-0.7193	-1.2988	-0.4095	1.2754	-0.3938	-1.1679
-0.6256	-1.2232	1.5839	0.2671	-2.3318	-2.1512	0.1834	0.4326	0.6006	0.1314
0.5983	-0.2418	0.1195	-0.9329	1.0311	1.5266	-0.3469	-0.1906	-0.0958	0.9407
2.5499	3.0610	2.5975	1.1672	0.5813	2.0071	-0.7390	0.4876	-3.3027	2.6565
0.5696	-1.0585	0.4529	0.8107	0.5873	0.7814	0.3374	-0.7199	0.6344	-0.0932
-1.9285	-4.7115	1.8959	-1.8584	-1.0844	-2.3609	-1.0231	-0.7894	0.0643	-0.7269
-0.4991	-0.7214	0.4067	0.2912	1.4017	0.1958	0.0288	0.8084	-0.1939	1.1424
-0.1769	0.9992	0.5555	0.1366	1.1075	-0.3277	-0.5401	-0.4519	0.9968	0.7931
1.1382	2.2071	-1.2921	1.0134	0.3658	-0.2023	0.2395	1.0379	1.3167	0.0660
3.5419	5.1531	0.0275	-1.7902	4.4847	-0.4077	-1.8055	-0.4371	0.5685	0.1927
-1.4641	-2.8726	-1.2003	0.0860	0.5533	-0.7983	-1.5112	-0.2234	-2.4649	1.1848
2.3205	4.6870	-1.6307	-0.8178	0.8296	2.6012	1.2679	1.3226	-1.3615	0.0471
-0.1218	-0.0260	0.1701	0.8194	1.9378	-1.3816	-0.6457	0.8442	1.2346	-0.0334
-1.2278	0.0384	-1.3791	-0.7936	-2.4472	2.0103	-1.9705	-0.8638	3.3278	0.3055
-2.1529	-3.0638	-0.4083	-1.3344	2.0829	2.0602	-0.8178	1.0268	-0.2407	-0.0676
-0.4272	-2.5037	1.3175	-2.2272	0.5020	-0.8212	-1.1041	-0.7413	-1.4081	0.8772
1.7512	2.7925	1.6595	-0.9323	-1.8119	1.3065	0.5124	-0.1825	-0.2723	-0.3308
1.9441	4.1279	0.1932	-1.1900	0.4718	-0.3834	0.6595	1.7173	-0.3103	-1.1803
1.5036	1.2140	-0.2734	0.7262	-1.9508	-0.4547	-0.1799	0.0508	-0.7490	0.3363
-2.5395	-2.7053	-1.6365	0.4374	0.7132	-0.5225	-0.5679	-0.0498	0.0364	-1.5148
-2.0982	-4.6126	-1.8282	0.0089	-0.1330	0.5487	-1.5897	0.3089	-0.8912	0.8532
1.0496	0.2312	1.5140	0.9504	-1.0245	-0.8139	1.5471	1.9217	-0.8007	0.8510
-2.1033	-4.2742	2.4411	-0.0769	0.2233	1.4456	-0.8701	-1.1578	0.1108	0.9947
-4.0427	-3.6691	0.7154	-0.3473	0.8284	-2.9335	-1.4147	-1.0338	0.8398	1.2110
-0.5184	-2.1427	0.8627	-2.1637	-0.2752	-0.4181	0.1985	-1.9773	0.6574	-1.2010
0.9086	0.2315	1.4703	-0.0649	0.9551	2.4522	0.0668	-0.5091	-0.4838	-1.2005
4.9460	7.5571	-0.6245	0.3293	-1.6452	-0.1890	-1.1372	0.9420	1.2469	-1.5168
1.2815	3.8464	1.5387	0.1800	-0.6765	-1.2524	-1.3787	1.9761	1.1546	-0.9957
-0.7055	-0.1167	-0.4933	-0.3127	-0.6030	1.1428	2.1984	-0.3776	-1.8227	-0.5155
-1.7140	-2.1547	-1.0043	-1.8297	-3.5146	2.4440	0.0240	-1.8510	-3.0964	-0.2581
-0.5633	-0.7746	0.4409	-0.4320	1.7335	0.6724	0.8711	1.3032	-4.8770	-0.7928
2.0180	3.2074	0.3159	0.7242	-0.1321	-3.0957	-0.7487	0.9599	-0.5067	-1.6354
2.0205	2.4745	2.3445	-0.3970	-2.5204	-1.3682	-1.1403	1.5915	-3.3080	-0.0678
-1.4852	-3.6020	-1.9860	0.6508	1.8600	0.6917	1.2921	-1.0605	0.3705	-1.0931
0.4623	0.9938	1.2542	-0.0177	0.7258	-0.0371	-0.6561	-0.2695	0.4093	0.5704
2.7170	5.4408	2.3471	-2.1530	3.2029	0.9722	0.3380	-0.5153	1.6605	-0.0255
0.0990	-0.0932	-0.3817	-0.3302	3.2063	-2.0304	-0.8563	-0.8400	2.4120	-1.2936
1.6980	1.8107	-1.1954	0.3298	2.7807	0.2983	0.0770	-1.0245	0.1834	1.1303
-0.6286	-0.9362	-1.1466	-1.3338	-1.1000	-0.0775	-0.2343	-0.4657	0.7537	-1.4923
0.5553	0.4097	-0.3283	-0.6554	-0.2773	0.3049	-0.4822	1.3864	-4.7298	-0.8244
-2.1459	-2.0066	0.3123	-1.8898	-0.9233	-1.7846	0.1842	-1.8647	-1.4174	-0.7863
-0.4877	0.2840	0.9668	1.8772	0.7524	-2.1431	1.1828	1.8561	1.8719	1.4525
0.6655	-0.2399	-0.9338	-0.5207	2.5982	-0.4575	0.0421	-0.3477	-0.5265	1.5293
-1.7336	-2.2364	1.9531	0.9053	-1.4714	0.7911	0.7887	1.4378	-1.7990	-1.3517
0.3061	0.7562	0.4342	0.0393	0.8248	-1.3701	-1.1471	-2.0533	1.9005	1.2821
2.3895	3.4876	-1.5464	1.7679	0.7721	2.2776	-1.2813	-1.3366	-1.0501	-0.9390
-0.3472	-0.7812	0.1519	-0.0318	-1.0664	-1.8679	-1.3298	-0.5262	-2.7161	-1.8942
2.9936	4.8354	-0.2999	0.3627	0.3114	-1.9906	0.5745	-2.0156	-0.3512	-1.1810
-1.8980	-4.0459	1.2763	-0.9397	0.2833	-1.6614	-0.7041	1.0666	1.6441	-1.2407
-2.6686	-3.8061	-0.5500	1.3065	1.4917	-3.1197	-1.6497	0.5019	-0.1725	0.3881
0.7092	1.3244	-0.1493	0.8227	1.4846	-3.0182	0.4094	-0.1385	-2.0045	-0.4198
-0.8268	-2.9163	1.6689	1.8076	1.9906	-0.8833	0.4881	-0.6913	1.6994	-0.3223
-0.3573	-0.5916	-1.2985	-0.6585	-1.2964	-1.2030	0.5001	0.2687	-1.1257	0.2873
-2.1548	-3.4465	1.1396	0.5954	-0.0739	-1.2434	-0.3875	1.4981	0.6629	0.1483
-1.9078	-3.6384	-1.2824	-0.4488	-0.3425	1.6532	0.1463	-0.9613	-1.0137	0.1432
2.4620	2.3993	2.2170	-0.0861	-0.6594	-2.9916	-1.6617	-0.1226	1.5849	2.4061
-3.0329	-3.8038	0.1189	0.8290	-1.3564	-1.2133	1.2440	-0.2857	-1.9001	0.7455
-0.7894	-0.0338	3.7571	0.2664	0.1767	0.7496	-0.9576	-0.6467	-0.2162	-0.3366
-0.3387	-1.9969	-1.3805	-0.4789	0.4395	0.3208	-0.0283	-1.1100	0.7240	0.5872
1.3981	2.4175	-0.7526	-0.4862	-1.5507	-0.7971	0.8973	1.1629	-2.1863	-1.5755
2.1171	2.6920	-1.4074	0.4904	1.3111	-2.5580	2.7025	-1.3639	-0.8663	-1.4815
-2.0624	-3.0021	2.2405	1.1053	-0.2476	3.5622	-0.1190	-1.2112	-2.7360	-1.5846
1.6188	3.6909	-0.7790	-0.1999	0.1628	-1.7788	-1.0935	0.3686	1.1660	-1.5740
2.9022	3.4560	0.4461	0.4760	-1.8539	-0.5448	-0.0861	2.4874	-0.4233	0.3524
2.9193	4.2909	-2.1145	0.0492	0.9279	2.8069	-0.7916	0.4929	-2.2499	1.0779
-0.6420	-1.8164	-0.7056	-1.6501	-0.4760	0.2220	-0.2803	-0.9224	0.5092	-0.4681
0.9859	1.3773	0.2173	-0.0974	0.2961	0.3753	1.6008	-0.4594	2.2039	0.3905
-2.3216	-3.8408	0.2593	-0.3317	-1.4667	-0.1876	1.1129	2.5331	0.6072	-0.6647
-1.9250	-3.3519	-1.3573	0.0880	0.7774	-2.7421	0.9300	0.7204	-0.7926	0.1880
-1.8327	-0.8472	-1.0276	1.3732	-3.3642	-0.8539	0.3713	-0.2440	0.5383	0.3994
-1.4884	-2.5757	0.0537	0.2856	1.7717	-0.1569	-1.0349	-0.8333	-0.8184	-0.4853
0.0191	0.8765	-1.4806	0.7499	-3.0605	-0.9190	-0.2074	0.4900	-1.8942	-1.0275
-1.4410	-2.8231	0.6888	-0.9817	0.2097	-0.1913	0.3633	1.0747	0.5608	-0.8127
0.3927	-1.8090	1.6260	0.6411	-2.6658	1.7421	-0.2369	1.8125	1.7565	4.2656
1.7805	1.2678	0.7987	0.3128	1.1460	-2.2906	0.4750	0.5697	3.5287	-0.2680
2.7588	6.2358	0.9697	-2.6381	-3.3001	0.7296	-1.2043	0.0702	-0.8479	1.5017
-1.2966	-2.7375	3.7222	0.7285	0.9192	-4.3101	0.3634	-0.3663	0.6896	-0.1661
0.2197	-0.9463	0.6411	0.0469	-1.4319	1.1470	-0.9508	0.8791	-2.7084	-0.2769
1.8191	5.0437	-0.8627	0.8485	-1.4781	3.4511	0.8150	-0.2198	-2.6298	-0.5441
0.5633	-1.4391	2.1055	-0.5776	-2.6046	1.1700	-0.7641	-0.1886	-0.3379	0.5485
-3.0415	-4.4863	-0.7700	-1.0099	3.9537	0.1124	-1.3256	3.5683	-1.3553	1.2094
2.0639	2.7546	-0.3056	-0.5082	2.2889	-1.5098	1.2709	2.5388	3.0305	-0.4477
0.3971	1.9538	-0.9211	-0.6359	-2.6631	-3.0883	-0.5541	-0.7059	-1.8114	0.4089
1.3341	0.5787	0.7203	-2.2307	0.8866	-0.7886	-0.2580	-0.7335	-0.1023	-1.7426
0.3320	-0.2779	1.3405	-1.3297	0.6298	-1.8360	-1.1795	1.1212	-2.8141	-0.8403
-2.1484	-4.8451	1.3036	-1.3470	2.2683	-1.5447	0.5955	-0.9671	1.3976	0.8555
-1.8035	-1.4563	1.0972	0.3654	0.7694	2.1095	1.6254	0.2746	2.2125	-0.1674
-2.5300	-2.5936	-0.4009	0.9070	2.7675	-3.2141	-0.3798	0.0336	1.1664	0.8152
-0.0758	-1.7778	-0.7696	-0.3493	0.3379	0.2592	-0.6571	-0.2882	-0.3541	-0.8245
-1.7589	-2.7782	-1.7343	1.4092	-0.8954	0.6954	-0.3667	0.2838	-0.1120	-0.9949
2.8276	3.3183	0.7604	2.8557	1.5020	1.0635	0.6645	2.3027	2.6216	-1.2083
0.0700	0.1096	1.9711	0.1540	-0.3936	0.3558	-1.0560	-1.9948	-0.8153	-0.3993
1.6147	1.6066	-0.2267	1.2123	2.9226	-0.8523	-1.3873	0.8986	0.7497	0.6890
-0.0102	-0.1189	-1.6158	0.6595	0.4303	-0.0089	-1.2528	-1.5807	-1.8719	1.5358
-1.1140	-2.2733	-1.5623	0.2106	0.2913	-2.1631	1.4579	1.1925	-1.4638	-1.2519
-0.2597	-0.0292	0.5588	1.2321	1.1530	1.0463	-0.2231	-0.5078	2.3163	-0.0522
-0.9500	-1.3078	2.8298	0.0635	2.4895	1.9306	-0.5278	-1.0933	0.5114	-0.8144
1.3861	1.0826	0.9357	0.7110	1.9461	-0.2913	0.0138	1.5504	0.1472	-0.4483
0.6771	-0.4166	-1.4226	0.8864	2.4295	-1.8615	-0.1958	0.2622	-1.7010	-0.3256
3.3843	4.2007	1.0372	-0.9054	0.8771	0.8910	-0.7811	-1.1506	1.7725	-0.3086
0.4496	-0.2466	-0.9271	2.1147	-0.3547	0.4407	-0.4723	0.2614	0.8069	1.4196
2.3795	3.7390	-2.7328	-0.6812	2.7408	-0.0242	-0.1685	-0.2406	1.9716	-0.0024
0.4385	1.7174	0.5248	-1.5011	-1.5696	0.9550	-2.2880	0.0803	0.8573	0.2937
0.7389	0.0088	-1.2137	0.5501	-1.6914	0.4643	2.2005	-2.3167	4.1735	-0.3081
-1.6331	-3.4888	-1.2509	2.0325	0.3972	0.6428	-1.1050	0.2759	0.7164	-0.0204
1.7718	3.4559	0.6385	0.7385	2.0410	1.1929	1.4464	-0.0618	-1.6469	0.5942
2.0647	2.6299	-1.1202	1.4229	-0.3259	-1.9264	0.3872	0.0312	-3.1710	-0.6695
-2.9147	-4.3326	0.7498	4.3269	3.9827	1.0896	-1.2863	-0.6558	1.1959	2.2614
-2.3555	-4.2221	2.4467	0.4120	2.4702	3.1975	-1.1871	-0.3867	-1.7802	1.7985
1.3445	2.3193	-0.3907	0.1185	-0.7947	1.5611	1.1040	-0.9764	1.7339	-0.3017
-0.9542	-3.1479	-0.6672	-0.2135	1.7897	-0.4867	3.0036	-0.7424	1.6388	0.3621
1.7239	5.1970	-1.6045	1.0614	1.5196	3.6818	0.4582	1.4342	0.0142	-1.5240
0.8711	2.1435	0.1294	-1.1310	-0.5742	-1.5308	1.0185	0.1260	3.0656	0.6815
