X1	X2	X3
0.5628	0.0442	-2.4073
0.1473	1.0974	-0.1966
0.0374	1.5049	0.2982
0.0159	0.6225	0.6155
-0.4851	0.5514	0.6441
0.7190	-1.2295	-3.7323
1.7101	1.8781	-3.7144
0.1029	0.5478	0.6940
-0.5656	0.5632	-2.5533
-0.3323	0.1008	2.1883
-0.2746	1.8912	-0.0072
-2.9762	-3.0520	5.6880
0.9627	1.0573	-1.7740
0.4069	-0.4520	-3.1970
0.9892	-1.1602	-0.3896
0.2400	1.4736	-0.5366
-0.0979	2.3615	-2.9847
-1.2266	0.2490	2.6118
1.2510	1.7774	-3.2399
-1.7885	1.5466	-1.5805
0.7856	0.6086	-1.1472
1.0047	0.6843	-4.6216
-0.8928	1.8376	-0.1201
1.9743	1.4277	-4.0594
-1.1952	0.9800	-0.5345
1.1390	-1.4877	-0.4946
-0.0966	1.1006	-0.8143
-2.6498	1.2714	0.7561
-1.3700	1.4884	-2.6752
-0.7631	0.1441	0.9364
-0.4335	-1.7927	3.5638
-0.3094	0.9619	-2.6675
-1.3941	-0.5125	-0.2600
-0.2657	0.8864	-0.3590
-0.0028	-0.5612	1.9069
0.5031	-2.7019	3.7896
1.2540	3.1087	-3.8960
0.9532	1.9237	-4.3669
0.9420	-1.2149	-2.8146
1.0953	-1.0769	-1.0557
1.0606	-0.9607	-1.8553
-0.6265	-2.4699	2.9370
-0.6039	1.0831	-2.8658
-0.0425	1.1346	-1.3895
-0.1429	0.1193	-0.7477
0.5607	2.0749	-2.4954
-0.1667	1.5844	0.0921
1.7477	3.3760	-4.9921
0.4839	3.9617	-3.0886
0.3367	-4.4135	2.4641
-0.3804	0.3135	-0.4265
2.4944	0.6615	-3.5929
-1.8550	1.1602	0.9342
2.0130	-1.1951	-1.8099
0.4184	-1.2231	-0.3721
-0.5746	-3.3731	3.8456
-0.0271	1.9273	-2.5786
0.8176	1.8801	-0.8791
0.6807	1.1615	-0.6308
1.2910	1.5704	-3.5147
-1.0358	0.0871	1.6014
0.7847	2.4066	-3.9717
0.9113	0.2255	-2.5213
0.0092	-0.2948	1.2037
1.9317	2.1325	-3.3859
1.1510	1.2650	-3.0147
-0.4157	-0.9435	2.4275
0.0129	0.8263	-0.4513
1.7694	0.5046	-1.1824
-0.8860	-1.2893	-0.9090
-0.6377	1.4092	-1.3271
0.5750	-2.2653	-1.4286
-0.2121	-1.2086	1.2617
0.1116	-0.1609	1.6958
0.5416	-0.8037	-1.6919
1.2403	-2.3281	0.2951
-0.4888	1.9170	-1.5866
1.6430	0.4885	-5.8927
1.7829	1.6126	-2.9355
1.4157	1.3246	-5.0875
-0.0829	-2.6627	4.8165
0.4704	-2.2992	2.2848
-0.0168	2.2702	-1.2156
-1.0543	-0.6726	-0.3825
-0.2448	2.8178	-1.7861
0.4240	3.3976	-2.1006
-0.1584	2.2219	0.5450
0.0894	-0.1042	-0.6320
0.0710	-0.3543	-0.5467
0.3269	-1.0989	2.2095
0.6743	0.7929	-3.5553
-0.3011	1.0315	4.5546
-0.7979	0.7749	-2.2280
1.5191	3.4595	-8.6227
-0.3539	-2.8257	0.6184
1.1973	-2.9076	0.6748
2.0218	-2.3325	-1.9215
0.9058	0.6329	3.0691
0.6626	0.5451	-0.3513
-0.3561	0.4800	0.2932
-0.7267	-0.8662	2.6447
-0.8789	-1.0501	1.6011
-0.0146	0.6406	-0.7848
0.9903	2.5993	-4.8354
-0.9992	-2.3783	0.6957
0.7439	-2.1535	1.1709
0.3018	-0.1487	4.6337
-1.1614	-0.4968	1.7557
-0.5196	-1.2995	2.9900
0.6166	-1.8249	-0.3863
-1.6423	-0.3793	0.0888
1.0838	1.7636	-2.1946
-0.4569	-0.9040	0.9600
0.2669	-3.8707	1.1191
0.9581	3.0635	-2.6265
-0.8461	-0.6187	1.0651
0.6063	-1.6857	-0.0578
-0.0815	1.6645	1.0141
-0.3193	-0.3253	-0.2656
1.6110	2.1848	-3.4172
-0.6893	2.2022	-2.1822
0.9476	-1.5016	-0.7381
-0.8235	-1.0771	3.8707
0.7756	1.4879	-1.6864
-0.4442	-0.5738	0.9628
0.1257	-0.1919	-0.6149
-1.6379	0.3830	4.8343
0.8200	-0.9686	-2.4793
-1.0920	-0.6631	-0.3192
-0.4553	-0.4915	-1.1676
-0.6804	1.9010	0.6671
-2.2468	2.1263	2.4203
0.4163	-0.8516	1.6201
-0.5521	-3.0539	3.4095
0.3359	-2.1168	0.3021
-2.0478	1.9609	3.6934
-0.4933	-2.4007	1.9448
0.3634	-1.4716	1.4597
1.6697	2.8742	-2.2917
-1.1754	-0.7956	0.4925
-1.8815	0.8858	2.4103
1.2236	0.2958	-0.8644
-0.1010	-2.6666	-0.6651
-0.4549	-2.0165	1.0625
0.7573	-0.1949	-0.6306
0.6815	1.8460	-2.2371
2.3622	1.4018	-5.8440
0.4919	0.8900	-0.7791
-2.5604	0.5772	1.1980
0.4326	-1.1828	1.1779
0.6565	-0.4224	1.2812
0.1774	-2.9787	1.3059
